node,timestamp
57,1505214518392
38,1505214518392
4,1505214518392
92,1505214518392
98,1505214518392
79,1505214518392
64,1505214518392
40,1505214518392
85,1505214518392
33,1505214518392
97,1505214518392
72,1505214518392
74,1505214518392
21,1505214518392
91,1505214518392
47,1505214518392
32,1505214518392
62,1505214518392
51,1505214518392
42,1505214518392
9,1505214518392
81,1505214518392
65,1505214518392
26,1505214518392
73,1505214518392
83,1505214518392
89,1505214518392
27,1505214518392
31,1505214518392
37,1505214518392
50,1505214518392
82,1505214518392
54,1505214518392
63,1505214518392
61,1505214518392
35,1505214518392
80,1505214518392
48,1505214518392
24,1505214518392
28,1505214518392
36,1505214518392
95,1505214518392
19,1505214518392
12,1505214518392
88,1505214518392
69,1505214518392
100,1505214518392
25,1505214518392
75,1505214518392
66,1505214518392
8,1505214518392
68,1505214518392
17,1505214518392
56,1505214518392
18,1505214518392
59,1505214518392
39,1505214518392
45,1505214518392
77,1505214518392
90,1505214518392
87,1505214518392
23,1505214518392
20,1505214518392
13,1505214518392
58,1505214518392
29,1505214518392
3,1505214518392
94,1505214518392
60,1505214518392
78,1505214518392
43,1505214518392
16,1505214518392
22,1505214518392
49,1505214518392
7,1505214518392
96,1505214518392
34,1505214518392
2,1505214518392
71,1505214518392
11,1505214518392
84,1505214518392
99,1505214518392
52,1505214518392
6,1505214518392
1,1505214518392
55,1505214518392
14,1505214518392
76,1505214518392
93,1505214518392
46,1505214518392
70,1505214518392
15,1505214520452
98,1505214522492
79,1505214522492
64,1505214522492
40,1505214522492
85,1505214522492
72,1505214522492
91,1505214522492
47,1505214522492
62,1505214522492
9,1505214522492
73,1505214522492
89,1505214522492
27,1505214522492
37,1505214522492
50,1505214522492
54,1505214522492
63,1505214522492
35,1505214522492
48,1505214522492
28,1505214522492
36,1505214522492
12,1505214522492
88,1505214522492
100,1505214522492
66,1505214522492
68,1505214522492
39,1505214522492
90,1505214522492
20,1505214522492
86,1505214522492
29,1505214522492
3,1505214522492
60,1505214522492
43,1505214522492
22,1505214522492
49,1505214522492
96,1505214522492
34,1505214522492
2,1505214522492
71,1505214522492
6,1505214522492
1,1505214522492
55,1505214522492
76,1505214522492
93,1505214522492
74,1505214524532
15,1505214524532
42,1505214524532
81,1505214524532
65,1505214524532
83,1505214524532
31,1505214524532
82,1505214524532
80,1505214524532
24,1505214524532
95,1505214524532
75,1505214524532
17,1505214524532
56,1505214524532
18,1505214524532
77,1505214524532
23,1505214524532
94,1505214524532
78,1505214524532
11,1505214524532
52,1505214524532
14,1505214524532
67,1505214571152
34,1505214593382
80,1505214601463
60,1505214609542
