meanSquaredError,rootMeanSquaredError,rSquared,meanAbsoluteError,explainedVariance,timestamp
17318.59278542587,131.600124564629,0.9979231585706185,106.08426105990365,8939331.380036375,1504871399000
26022.014161058934,161.31340353814042,0.9974012025652298,153.69973031567497,1.0827242144950371E7,1504871406000
8457.648389675136,91.96547390012806,0.9982558355828997,71.80979704770101,5113476.062387141,1504871412000
8845.243547764872,94.04915495508119,0.9989602892635616,77.99103281274283,8903343.360871805,1504871417000
10020.387392908267,100.10188506171234,0.9974401679786562,82.09894173229887,4172625.5899407268,1504871424000
11041.401615258066,105.07807390344604,0.9987737400569592,86.34978645871114,9448877.358998897,1504871430000
8934.500082754555,94.5224845354509,0.9983709376670737,75.43515385370597,5789938.460981843,1504871437000
9027.302357827208,95.01211690004179,0.9989493836142916,76.80414352556986,8973092.411698483,1504871442000
7173.52591939448,84.69667006083817,0.998219091891178,64.05001356693502,4221761.389808506,1504871448000
10367.216393019955,101.81952854447891,0.9988410821035342,82.81039103180301,9366250.319481269,1504871454000
8022.556381778635,89.56872435051554,0.9986499682975626,75.41290826491944,6218882.7017367445,1504871461000
8490.565023310448,92.14426202054281,0.9989823144187902,77.42877986116268,8689307.895034183,1504871467000
7323.164295992178,85.5754888738135,0.9984464424666643,69.30898277568039,4945220.067752145,1504871473000
10690.112186578715,103.39299873095236,0.9987220454070374,88.95672378075433,8771850.197773894,1504871479000
8918.584226970452,94.4382561622696,0.9985966729206438,77.23567759327597,6657117.569324809,1504871486000
9834.378115524843,99.16843305974358,0.9987016858002241,83.78089053822706,7946184.797463136,1504871492000
7531.993533851525,86.78705856204326,0.9987847190250577,71.47684578929959,6454737.0019674525,1504871498000
8508.51665562652,92.24162105918629,0.9987988235209572,74.4394063127154,7412689.935902249,1504871504000
8019.537448508147,89.55187015639677,0.9989371357534462,73.61359605110646,7872687.054512421,1504871510000
81920.96992313377,286.2183955009422,0.9875370449218701,104.19398699793764,6947442.554404047,1504871517000
24162.36250304552,155.44247329171495,0.9968318250982875,90.08646657853018,8018992.572522325,1504871522000
21534.572564117458,146.7466270962214,0.9961385181330217,82.92628960140092,5845635.618956541,1504871528000
37647.986723703914,194.03089115835115,0.9955009054703604,102.47834208700615,8772653.993924143,1504871535000
39623.21954704583,199.05582017877757,0.9928083910395982,103.71235804826742,5831811.190297049,1504871542000
20080.20351747836,141.70463477768948,0.9977074420672082,82.64168836853267,9120389.795321869,1504871547000
