node,rttMean,rttStd,geo,rttMin,rttMax,bandwidth,noCrashes,rtt,timestamp
94,3239.65,106.71798114657155,26.0,3139.0,3625.0,2.0,0,3139.0,1504871471235
38,3164.15,116.73914296413179,30.0,3049.0,3624.0,38.0,0,3160.0,1504871471256
79,3332.6,113.22252426085545,31.0,3209.0,3764.0,14.0,0,3280.0,1504871471376
35,3451.65,135.7550275312115,33.0,3360.0,4014.0,56.0,0,3380.0,1504871471476
33,7387.0,157.41855036811893,72.0,7239.0,7833.0,64.0,0,7419.0,1504871471495
92,3382.15,94.14737117944398,32.0,3290.0,3744.0,48.0,0,3439.0,1504871471535
66,7617.0,169.0041419610774,74.0,7500.0,8103.0,17.0,0,7500.0,1504871471576
28,7503.2,133.33851656591952,73.0,7400.0,7873.0,34.0,0,7519.0,1504871471595
5,3562.45,119.1882859177025,34.0,3449.0,4013.0,37.0,0,3569.0,1504871471665
78,3688.65,107.16262174844361,35.0,3600.0,4113.0,68.0,0,3640.0,1504871471736
95,7797.1,167.03020684894096,76.0,7650.0,8273.0,59.0,0,7689.0,1504871471765
46,3800.45,105.37906575786293,36.0,3670.0,4183.0,28.0,0,3710.0,1504871471806
58,7802.2,138.01796984450974,75.0,7660.0,8174.0,8.0,0,7790.0,1504871471866
43,7904.1,131.0163730226112,77.0,7790.0,8274.0,40.0,0,7790.0,1504871471866
89,3872.7,111.83384997396809,37.0,3760.0,4284.0,50.0,0,3819.0,1504871471915
34,3936.3,107.42536944316274,38.0,3840.0,4333.0,98.0,0,3850.0,1504871471946
52,7986.4,150.71509546160266,78.0,7860.0,8404.0,91.0,0,7889.0,1504871471965
26,4058.866666666667,108.98493269968816,39.0,3940.0,4424.0,77.0,0,4049.0,1504871472145
60,8206.285714285714,170.64643002897145,80.0,8080.0,8614.0,18.0,0,8129.0,1504871472205
67,153.9047619047619,99.1294991229749,0.0,49.0,527.0,88.0,0,169.0,1504871472285
76,8347.857142857143,173.66176367659435,81.0,8191.0,8744.0,15.0,0,8289.0,1504871472365
44,8399.142857142857,178.41158560348882,82.0,8261.0,8824.0,51.0,0,8329.0,1504871472405
31,265.8095238095238,141.08714600005172,1.0,160.0,834.0,32.0,0,340.0,1504871472456
96,469.4761904761905,117.16517402596706,3.0,360.0,924.0,62.0,0,439.0,1504871472555
45,377.8095238095238,118.38259968972235,2.0,260.0,854.0,31.0,0,450.0,1504871472566
63,8539.142857142857,158.49869631859397,83.0,8410.0,8914.0,24.0,0,8529.0,1504871472605
69,8637.714285714286,163.54092042379247,84.0,8490.0,9024.0,22.0,0,8560.0,1504871472636
72,8690.42857142857,168.081491411464,85.0,8559.0,9074.0,70.0,0,8609.0,1504871472685
55,637.2857142857143,100.9691809920437,4.0,531.0,1014.0,12.0,0,679.0,1504871472795
68,8815.0,211.35819291971086,86.0,8641.0,9314.0,85.0,0,8800.0,1504871472876
77,844.1904761904761,120.72425055141909,5.0,739.0,1324.0,5.0,0,760.0,1504871472876
14,8906.285714285714,179.9584986170139,87.0,8750.0,9323.0,78.0,0,8920.0,1504871472996
62,876.7619047619048,98.1135905162528,7.0,760.0,1245.0,72.0,0,909.0,1504871473025
57,9125.857142857143,193.45389156919356,88.0,8959.0,9583.0,11.0,0,8959.0,1504871473035
86,973.952380952381,109.08252716373188,8.0,851.0,1374.0,89.0,0,939.0,1504871473055
84,9089.0,149.47718411660213,89.0,8941.0,9433.0,75.0,0,9070.0,1504871473146
93,1127.2380952380952,128.8228406108115,9.0,999.0,1654.0,21.0,0,1040.0,1504871473156
49,9251.285714285714,208.8722879011508,90.0,9109.0,9754.0,16.0,0,9109.0,1504871473185
4,1176.5238095238096,106.95153288049465,10.0,1059.0,1574.0,27.0,0,1170.0,1504871473286
47,1313.5238095238096,120.39285655427007,11.0,1180.0,1784.0,19.0,0,1199.0,1504871473315
73,9302.142857142857,174.43330986894887,91.0,9141.0,9704.0,71.0,0,9299.0,1504871473375
17,1343.952380952381,126.53833456063298,12.0,1249.0,1853.0,82.0,0,1270.0,1504871473386
53,9490.714285714286,180.5141183918186,93.0,9359.0,9914.0,76.0,0,9390.0,1504871473466
21,9437.42857142857,155.7771825789801,92.0,9310.0,9803.0,29.0,0,9419.0,1504871473495
99,1455.3333333333333,105.54409294487094,13.0,1360.0,1864.0,87.0,0,1409.0,1504871473525
10,1560.6190476190477,109.72453655815774,14.0,1440.0,1953.0,60.0,0,1469.0,1504871473585
15,9689.42857142857,144.01275453718588,95.0,9580.0,10024.0,73.0,0,9580.0,1504871473656
1,9639.0,160.05891772362182,94.0,9499.0,10014.0,55.0,0,9639.0,1504871473715
83,1663.857142857143,111.47807203310293,15.0,1550.0,2094.0,63.0,0,1649.0,1504871473765
90,1766.3809523809523,96.11673269444232,6.0,1669.0,2144.0,0.0,0,1670.0,1504871473786
11,1759.2380952380952,127.20920330658348,16.0,1641.0,2273.0,79.0,0,1680.0,1504871473796
8,9823.42857142857,203.55122706782274,96.0,9690.0,10313.0,66.0,0,9799.0,1504871473875
50,1866.3333333333333,135.04931491983757,17.0,1761.0,2414.0,33.0,0,1800.0,1504871473916
16,10007.42857142857,192.76622195429005,97.0,9900.0,10474.0,7.0,0,9979.0,1504871474055
12,9979.0,154.65814836969585,98.0,9841.0,10324.0,61.0,0,9989.0,1504871474065
13,2022.857142857143,138.6716868531348,18.0,1900.0,2563.0,13.0,0,2049.0,1504871474165
100,2079.5238095238096,108.1364301627563,19.0,1979.0,2494.0,25.0,0,2069.0,1504871474185
87,2185.3809523809523,111.80274985564284,20.0,2070.0,2604.0,26.0,0,2070.0,1504871474186
59,2264.904761904762,131.13094319434506,21.0,2150.0,2814.0,54.0,0,2249.0,1504871474365
36,10326.142857142857,177.7690544911962,99.0,10190.0,10744.0,4.0,0,10320.0,1504871474396
85,2382.4761904761904,122.602190242076,22.0,2270.0,2854.0,36.0,0,2309.0,1504871474425
39,2551.095238095238,100.146513983456,24.0,2449.0,2933.0,47.0,0,2479.0,1504871474595
32,2470.6190476190477,116.72004609747947,23.0,2380.0,2934.0,41.0,0,2500.0,1504871474616
22,2681.5238095238096,117.63851776386,25.0,2549.0,3144.0,53.0,0,2700.0,1504871474816
7,2862.3809523809523,106.63443390542787,27.0,2749.0,3284.0,46.0,0,2830.0,1504871474946
24,3079.2380952380954,128.33880189779848,29.0,2959.0,3603.0,52.0,0,2959.0,1504871475075
97,3031.714285714286,102.67013422892285,28.0,2879.0,3414.0,20.0,0,2960.0,1504871475076
38,3158.714285714286,116.4904013446695,30.0,3049.0,3624.0,38.0,0,3050.0,1504871475166
94,3239.1428571428573,104.17077815015189,26.0,3139.0,3625.0,2.0,0,3229.0,1504871475345
79,3332.4285714285716,110.4965293264783,31.0,3209.0,3764.0,14.0,0,3329.0,1504871475445
92,3381.0476190476193,92.01059783187306,32.0,3290.0,3744.0,48.0,0,3359.0,1504871475475
35,3447.285714285714,133.9133134165684,33.0,3360.0,4014.0,56.0,0,3360.0,1504871475476
5,3566.095238095238,117.45268743987118,34.0,3449.0,4013.0,37.0,0,3639.0,1504871475755
78,3686.3333333333335,105.09194764736955,35.0,3600.0,4113.0,68.0,0,3640.0,1504871475756
89,3869.190476190476,110.2614291873632,37.0,3760.0,4284.0,50.0,0,3799.0,1504871475915
46,3802.3333333333335,103.18376271918412,36.0,3670.0,4183.0,28.0,0,3840.0,1504871475956
34,3937.4285714285716,104.95784706187501,38.0,3840.0,4333.0,98.0,0,3960.0,1504871476076
64,8100.555555555556,181.68477653532605,79.0,7990.0,8595.0,57.0,0,7990.0,1504871476086
67,153.72727272727272,96.8537706677545,0.0,49.0,527.0,88.0,0,150.0,1504871476286
9,4196.545454545455,149.8152581356383,40.0,4040.0,4634.0,95.0,0,4199.0,1504871476315
18,4273.636363636364,122.76975695642838,41.0,4170.0,4634.0,99.0,0,4329.0,1504871476445
80,4484.0,144.00820683684537,43.0,4369.0,4894.0,74.0,0,4370.0,1504871476486
31,269.6363636363636,138.95438932991496,1.0,160.0,834.0,32.0,0,350.0,1504871476486
45,379.72727272727275,115.99419335709001,2.0,260.0,854.0,31.0,0,420.0,1504871476556
3,4555.454545454545,151.9918440613082,44.0,4449.0,5014.0,97.0,0,4449.0,1504871476565
96,470.3636363636364,114.54357862821765,3.0,360.0,924.0,62.0,0,489.0,1504871476625
55,634.6818181818181,99.36680731861226,4.0,531.0,1014.0,12.0,0,580.0,1504871476716
19,4689.363636363636,139.5012367017666,42.0,4580.0,5113.0,3.0,0,4660.0,1504871476776
20,4665.454545454545,145.02499072189005,45.0,4549.0,5084.0,81.0,0,4709.0,1504871476825
74,4781.909090909091,115.67309308049957,46.0,4659.0,5114.0,69.0,0,4759.0,1504871476875
77,841.7272727272727,118.4875067515489,5.0,739.0,1324.0,5.0,0,790.0,1504871476926
62,875.5454545454545,96.01975519875975,7.0,760.0,1245.0,72.0,0,850.0,1504871476986
23,5074.0,170.7672525557946,49.0,4940.0,5583.0,96.0,0,4940.0,1504871477056
40,5079.363636363636,162.5843963928065,48.0,4930.0,5543.0,10.0,0,4950.0,1504871477066
86,976.4545454545455,107.1896057005899,8.0,851.0,1374.0,89.0,0,1029.0,1504871477165
4,1173.9545454545455,105.15377366363263,10.0,1059.0,1574.0,27.0,0,1120.0,1504871477256
93,1126.909090909091,125.87003004214276,9.0,999.0,1654.0,21.0,0,1120.0,1504871477256
29,5173.909090909091,135.05450384294653,50.0,5049.0,5554.0,86.0,0,5141.0,1504871477257
47,1307.909090909091,120.40609660301074,11.0,1180.0,1784.0,19.0,0,1190.0,1504871477326
54,5371.909090909091,140.7844610133161,52.0,5270.0,5794.0,35.0,0,5270.0,1504871477386
17,1342.409090909091,123.83113835561022,12.0,1249.0,1853.0,82.0,0,1310.0,1504871477446
42,5362.0,152.40198042139622,51.0,5250.0,5813.0,9.0,0,5349.0,1504871477465
27,5522.0,162.4443960811878,53.0,5369.0,6013.0,23.0,0,5439.0,1504871477555
99,1453.7272727272727,103.37978605747477,13.0,1360.0,1864.0,87.0,0,1420.0,1504871477556
10,1560.590909090909,107.20187375012243,14.0,1440.0,1953.0,60.0,0,1560.0,1504871477696
81,5572.181818181818,142.99702360654425,54.0,5471.0,5984.0,39.0,0,5590.0,1504871477706
83,1663.6363636363637,108.91971415786678,15.0,1550.0,2094.0,63.0,0,1659.0,1504871477795
82,5784.818181818182,140.44721957946803,56.0,5671.0,6193.0,90.0,0,5720.0,1504871477836
91,5689.454545454545,133.80335886282975,55.0,5570.0,6094.0,45.0,0,5730.0,1504871477846
11,1759.2272727272727,124.28447274414152,16.0,1641.0,2273.0,79.0,0,1759.0,1504871477895
37,5907.454545454545,152.12755630861147,57.0,5790.0,6354.0,30.0,0,5790.0,1504871477906
71,5868.272727272727,154.5851285973883,47.0,5750.0,6343.0,1.0,0,5839.0,1504871477955
90,1768.8181818181818,94.56870343523532,6.0,1669.0,2144.0,0.0,0,1820.0,1504871477956
50,1864.6363636363637,132.17328345586387,17.0,1761.0,2414.0,33.0,0,1829.0,1504871477965
6,6004.636363636364,154.30741025467356,58.0,5899.0,6483.0,65.0,0,5899.0,1504871478015
13,2021.3636363636363,135.65616477448532,18.0,1900.0,2563.0,13.0,0,1990.0,1504871478126
100,2078.181818181818,105.8290372438819,19.0,1979.0,2494.0,25.0,0,2050.0,1504871478186
70,6148.454545454545,144.47923011244316,60.0,6040.0,6564.0,94.0,0,6089.0,1504871478205
30,6121.090909090909,162.50899530093406,59.0,5980.0,6603.0,49.0,0,6110.0,1504871478226
87,2184.2272727272725,109.3600940256054,20.0,2070.0,2604.0,26.0,0,2160.0,1504871478296
75,6297.545454545455,158.53096264043336,61.0,6150.0,6764.0,43.0,0,6220.0,1504871478336
59,2262.409090909091,128.62548139000265,21.0,2150.0,2814.0,54.0,0,2210.0,1504871478346
85,2379.6363636363635,120.48822856669648,22.0,2270.0,2854.0,36.0,0,2320.0,1504871478456
48,6517.636363636364,156.04735454183174,63.0,6350.0,6964.0,80.0,0,6350.0,1504871478466
88,6398.090909090909,133.18302822906702,62.0,6249.0,6793.0,44.0,0,6369.0,1504871478485
32,2467.3636363636365,115.00812044631911,23.0,2380.0,2934.0,41.0,0,2399.0,1504871478535
39,2550.090909090909,97.95217250869709,24.0,2449.0,2933.0,47.0,0,2529.0,1504871478665
22,2675.0454545454545,118.7060836584236,25.0,2539.0,3144.0,53.0,0,2539.0,1504871478675
56,6596.454545454545,143.4702146068613,64.0,6440.0,7014.0,84.0,0,6619.0,1504871478735
2,6682.181818181818,166.5226264624929,65.0,6540.0,7184.0,83.0,0,6649.0,1504871478765
25,6802.0,122.715487649648,66.0,6690.0,7153.0,58.0,0,6740.0,1504871478856
65,6905.545454545455,155.98272843570834,67.0,6790.0,7373.0,92.0,0,6790.0,1504871478906
7,2858.6363636363635,105.58647703295817,27.0,2749.0,3284.0,46.0,0,2780.0,1504871478916
98,6965.545454545455,164.14093923785225,68.0,6839.0,7464.0,93.0,0,6839.0,1504871478955
97,3027.9545454545455,101.77849267034728,28.0,2879.0,3414.0,20.0,0,2949.0,1504871479085
61,7104.181818181818,152.91341470483948,69.0,6970.0,7554.0,42.0,0,6970.0,1504871479086
41,7176.727272727273,151.17845620271,70.0,7050.0,7634.0,67.0,0,7099.0,1504871479215
24,3081.0454545454545,125.66133319823176,29.0,2959.0,3603.0,52.0,0,3119.0,1504871479255
38,3161.0454545454545,114.31236204235515,30.0,3049.0,3624.0,38.0,0,3210.0,1504871479346
92,3376.4545454545455,92.32636148356215,32.0,3280.0,3744.0,48.0,0,3280.0,1504871479416
94,3241.8636363636365,102.536598989002,26.0,3139.0,3625.0,2.0,0,3299.0,1504871479435
33,7381.727272727273,151.01600812742933,72.0,7239.0,7833.0,64.0,0,7329.0,1504871479445
79,3332.7727272727275,107.96755902424067,31.0,3209.0,3764.0,14.0,0,3340.0,1504871479476
28,7494.727272727273,129.92591658962,73.0,7400.0,7873.0,34.0,0,7410.0,1504871479526
35,3445.5454545454545,131.07725940789385,33.0,3360.0,4014.0,56.0,0,3409.0,1504871479545
78,3680.090909090909,106.58624723280933,35.0,3549.0,4113.0,68.0,0,3549.0,1504871479685
66,7612.727272727273,161.70460774291269,74.0,7500.0,8103.0,17.0,0,7570.0,1504871479686
5,3568.0454545454545,115.09975012717814,34.0,3449.0,4013.0,37.0,0,3609.0,1504871479745
58,7791.0,136.277791160689,75.0,7660.0,8174.0,8.0,0,7679.0,1504871479795
46,3800.409090909091,101.19632543225933,36.0,3670.0,4183.0,28.0,0,3760.0,1504871479896
43,7894.545454545455,128.5212141217894,77.0,7790.0,8274.0,40.0,0,7799.0,1504871479915
95,7800.090909090909,159.53765844718268,76.0,7650.0,8273.0,59.0,0,7830.0,1504871479946
52,7973.909090909091,149.031085558718,78.0,7849.0,8404.0,91.0,0,7849.0,1504871479965
89,3871.0,108.04502428491222,37.0,3760.0,4284.0,50.0,0,3909.0,1504871480045
34,3937.5454545454545,102.54609928875327,38.0,3840.0,4333.0,98.0,0,3940.0,1504871480076
26,4052.6875,108.20392711796555,39.0,3940.0,4424.0,77.0,0,3960.0,1504871480096
67,151.7826086956522,95.16299816252987,0.0,49.0,527.0,88.0,0,109.0,1504871480265
31,268.7391304347826,135.96521850356478,1.0,160.0,834.0,32.0,0,249.0,1504871480405
96,465.95652173913044,113.91700955591563,3.0,360.0,924.0,62.0,0,369.0,1504871480525
45,380.1304347826087,113.46031842160811,2.0,260.0,854.0,31.0,0,389.0,1504871480545
55,631.3913043478261,98.40057402202436,4.0,531.0,1014.0,12.0,0,559.0,1504871480715
62,871.3478260869565,95.95089717760406,7.0,760.0,1245.0,72.0,0,779.0,1504871480935
77,843.7826086956521,116.28337072100287,5.0,739.0,1324.0,5.0,0,889.0,1504871481045
86,974.8260869565217,105.1113910899385,8.0,851.0,1374.0,89.0,0,939.0,1504871481095
93,1123.1304347826087,124.3726183858762,9.0,999.0,1654.0,21.0,0,1040.0,1504871481196
4,1171.1304347826087,103.69197878827636,10.0,1059.0,1574.0,27.0,0,1109.0,1504871481265
47,1310.608695652174,118.43829401677071,11.0,1180.0,1784.0,19.0,0,1370.0,1504871481526
99,1452.2608695652175,101.3411017484598,13.0,1360.0,1864.0,87.0,0,1420.0,1504871481576
17,1346.2173913043478,122.41943456172348,12.0,1249.0,1853.0,82.0,0,1430.0,1504871481586
83,1660.0,107.88238362055306,15.0,1550.0,2094.0,63.0,0,1580.0,1504871481736
10,1564.0,106.05781852162158,14.0,1440.0,1953.0,60.0,0,1639.0,1504871481795
11,1760.0869565217392,121.61947535814079,16.0,1641.0,2273.0,79.0,0,1779.0,1504871481935
50,1862.2173913043478,129.76499042893192,17.0,1761.0,2414.0,33.0,0,1809.0,1504871481965
90,1770.5652173913043,92.85230258059279,6.0,1669.0,2144.0,0.0,0,1809.0,1504871481965
100,2073.8695652173915,105.46060642963617,19.0,1979.0,2494.0,25.0,0,1979.0,1504871482135
13,2021.304347826087,132.67463791664858,18.0,1900.0,2563.0,13.0,0,2020.0,1504871482176
87,2178.8260869565215,109.91564044813128,20.0,2060.0,2604.0,26.0,0,2060.0,1504871482216
59,2259.2608695652175,126.66189756551111,21.0,2150.0,2814.0,54.0,0,2190.0,1504871482346
85,2382.217391304348,118.46003050808875,22.0,2270.0,2854.0,36.0,0,2439.0,1504871482595
32,2468.304347826087,112.56667001598525,23.0,2380.0,2934.0,41.0,0,2489.0,1504871482645
39,2550.086956521739,95.79911638127406,24.0,2449.0,2933.0,47.0,0,2550.0,1504871482706
22,2673.521739130435,116.31661048722275,25.0,2539.0,3144.0,53.0,0,2640.0,1504871482796
7,2855.608695652174,104.23749602019201,27.0,2749.0,3284.0,46.0,0,2789.0,1504871482945
97,3024.5652173913045,100.802788991332,28.0,2879.0,3414.0,20.0,0,2950.0,1504871483106
24,3076.1739130434785,125.0052702102606,29.0,2959.0,3603.0,52.0,0,2969.0,1504871483125
94,3237.4347826086955,102.41171217282783,26.0,3139.0,3625.0,2.0,0,3140.0,1504871483296
79,3327.8695652173915,108.06974573528535,31.0,3209.0,3764.0,14.0,0,3220.0,1504871483376
38,3164.4347826086955,112.92430172732935,30.0,3049.0,3624.0,38.0,0,3239.0,1504871483395
92,3374.4347826086955,90.79256150672664,32.0,3280.0,3744.0,48.0,0,3330.0,1504871483486
35,3448.3478260869565,128.86818634479124,33.0,3360.0,4014.0,56.0,0,3510.0,1504871483666
5,3569.8695652173915,112.89445026134352,34.0,3449.0,4013.0,37.0,0,3610.0,1504871483766
78,3677.4347826086955,104.98522715413304,35.0,3549.0,4113.0,68.0,0,3619.0,1504871483775
46,3799.9565217391305,98.99472021971657,36.0,3670.0,4183.0,28.0,0,3790.0,1504871483946
34,3933.304347826087,102.24583962307143,38.0,3840.0,4333.0,98.0,0,3840.0,1504871483996
89,3873.521739130435,106.33003157324242,37.0,3760.0,4284.0,50.0,0,3929.0,1504871484085
64,8097.4,172.62108793539682,79.0,7990.0,8595.0,57.0,0,8069.0,1504871484205
26,4056.5882352941176,106.12648326325994,39.0,3940.0,4424.0,77.0,0,4119.0,1504871484275
67,151.70833333333334,93.16002324256662,0.0,49.0,527.0,88.0,0,150.0,1504871484326
76,8333.0,167.13392833293904,81.0,8191.0,8744.0,15.0,0,8229.0,1504871484365
9,4198.416666666667,143.5713866184887,40.0,4040.0,4634.0,95.0,0,4219.0,1504871484375
44,8380.5,174.02514186174363,82.0,8250.0,8824.0,51.0,0,8250.0,1504871484386
60,8214.25,161.0098987640201,80.0,8080.0,8614.0,18.0,0,8270.0,1504871484406
31,267.5,133.2350679563505,1.0,160.0,834.0,32.0,0,239.0,1504871484415
18,4274.083333333333,117.55244101629233,41.0,4170.0,4634.0,99.0,0,4279.0,1504871484435
96,462.3333333333333,112.8641021563347,3.0,360.0,924.0,62.0,0,379.0,1504871484555
45,380.5416666666667,111.08892052715647,2.0,260.0,854.0,31.0,0,390.0,1504871484566
63,8529.125,150.61244760975103,83.0,8410.0,8914.0,24.0,0,8459.0,1504871484595
80,4486.916666666667,138.21629084719194,43.0,4369.0,4894.0,74.0,0,4519.0,1504871484675
69,8626.75,155.70464829284964,84.0,8490.0,9024.0,22.0,0,8550.0,1504871484686
3,4553.333333333333,145.69107347016455,44.0,4449.0,5014.0,97.0,0,4530.0,1504871484686
72,8674.125,163.03560769046743,85.0,8559.0,9074.0,70.0,0,8560.0,1504871484696
68,8795.5,204.3281674170255,86.0,8641.0,9314.0,85.0,0,8659.0,1504871484795
55,631.75,96.34410983552652,4.0,531.0,1014.0,12.0,0,640.0,1504871484816
74,4775.833333333333,112.56689369239766,46.0,4659.0,5114.0,69.0,0,4709.0,1504871484865
20,4670.0,139.66686555276212,45.0,4549.0,5084.0,81.0,0,4720.0,1504871484876
19,4691.916666666667,133.8304015868177,42.0,4580.0,5113.0,3.0,0,4720.0,1504871484876
14,8891.625,172.7468794942473,87.0,8750.0,9323.0,78.0,0,8789.0,1504871484925
62,869.625,94.29334215627316,7.0,760.0,1245.0,72.0,0,830.0,1504871485005
86,969.2083333333334,106.36688831847792,8.0,840.0,1374.0,89.0,0,840.0,1504871485016
77,843.625,113.83753500054365,5.0,739.0,1324.0,5.0,0,840.0,1504871485016
40,5067.75,160.35747825821323,48.0,4930.0,5543.0,10.0,0,4940.0,1504871485096
23,5063.583333333333,167.10747955200037,49.0,4940.0,5583.0,96.0,0,4949.0,1504871485105
57,9122.5,181.17739925277655,88.0,8959.0,9583.0,11.0,0,9099.0,1504871485235
4,1167.3333333333333,103.1292339198197,10.0,1059.0,1574.0,27.0,0,1080.0,1504871485256
84,9094.0,140.4474990877374,89.0,8941.0,9433.0,75.0,0,9129.0,1504871485265
93,1122.125,121.84939902053955,9.0,999.0,1654.0,21.0,0,1099.0,1504871485275
29,5178.583333333333,130.2308580517263,50.0,5049.0,5554.0,86.0,0,5230.0,1504871485386
47,1307.2083333333333,117.08578734083066,11.0,1180.0,1784.0,19.0,0,1229.0,1504871485405
73,9298.0,163.5351644142629,91.0,9141.0,9704.0,71.0,0,9269.0,1504871485405
49,9256.125,195.80119860460508,90.0,9109.0,9754.0,16.0,0,9290.0,1504871485426
17,1342.625,121.07394864985062,12.0,1249.0,1853.0,82.0,0,1260.0,1504871485436
42,5356.75,146.94904162101,51.0,5250.0,5813.0,9.0,0,5299.0,1504871485455
21,9423.875,150.0636843976583,92.0,9310.0,9803.0,29.0,0,9329.0,1504871485465
53,9475.625,173.51076155385866,93.0,9359.0,9914.0,76.0,0,9370.0,1504871485506
54,5375.833333333333,135.4177692262807,52.0,5270.0,5794.0,35.0,0,5419.0,1504871485575
27,5516.0,156.79657734359722,53.0,5369.0,6013.0,23.0,0,5450.0,1504871485606
99,1451.3333333333333,99.3070435008962,13.0,1360.0,1864.0,87.0,0,1430.0,1504871485606
1,9621.5,156.71710181087448,94.0,9499.0,10014.0,55.0,0,9499.0,1504871485635
81,5567.833333333333,137.66676755444246,54.0,5471.0,5984.0,39.0,0,5520.0,1504871485676
15,9681.875,136.18593677395623,95.0,9580.0,10024.0,73.0,0,9629.0,1504871485765
8,9800.375,199.93557556122923,96.0,9639.0,10313.0,66.0,0,9639.0,1504871485775
91,5684.5,129.15655874428782,55.0,5570.0,6094.0,45.0,0,5630.0,1504871485786
10,1566.3333333333333,104.42607699016351,14.0,1440.0,1953.0,60.0,0,1620.0,1504871485796
11,1756.3333333333333,120.41202413195931,16.0,1641.0,2273.0,79.0,0,1670.0,1504871485846
90,1766.7916666666667,92.68134438613967,6.0,1669.0,2144.0,0.0,0,1680.0,1504871485856
83,1661.25,105.7809253441596,15.0,1550.0,2094.0,63.0,0,1690.0,1504871485866
71,5861.666666666667,149.6169182352792,47.0,5750.0,6343.0,1.0,0,5789.0,1504871485945
82,5786.833333333333,134.63396880265975,56.0,5671.0,6193.0,90.0,0,5809.0,1504871485965
12,9965.25,149.17334715021983,98.0,9841.0,10324.0,61.0,0,9869.0,1504871486005
16,9997.75,182.125471859375,97.0,9900.0,10474.0,7.0,0,9930.0,1504871486066
37,5910.083333333333,145.91176462354073,57.0,5790.0,6354.0,30.0,0,5939.0,1504871486095
50,1865.0,127.73181540503785,17.0,1761.0,2414.0,33.0,0,1929.0,1504871486105
6,6003.333333333333,147.80129303298474,58.0,5899.0,6483.0,65.0,0,5989.0,1504871486145
100,2074.125,103.24740210613857,19.0,1979.0,2494.0,25.0,0,2080.0,1504871486256
13,2024.5833333333333,130.82969740170702,18.0,1900.0,2563.0,13.0,0,2100.0,1504871486276
87,2175.9166666666665,108.50227212162682,20.0,2060.0,2604.0,26.0,0,2109.0,1504871486285
30,6122.583333333333,155.66923177758096,59.0,5980.0,6603.0,49.0,0,6139.0,1504871486295
36,10307.875,173.1693084094292,99.0,10180.0,10744.0,4.0,0,10180.0,1504871486316
59,2256.7916666666665,124.55921589303976,21.0,2150.0,2814.0,54.0,0,2200.0,1504871486376
70,6154.416666666667,139.73454496135005,60.0,6040.0,6564.0,94.0,0,6220.0,1504871486376
75,6291.916666666667,152.9256128173288,61.0,6150.0,6764.0,43.0,0,6230.0,1504871486386
85,2380.0416666666665,116.43434457762976,22.0,2270.0,2854.0,36.0,0,2330.0,1504871486506
48,6505.25,154.94898353974446,63.0,6350.0,6964.0,80.0,0,6369.0,1504871486525
88,6399.833333333333,127.64392747883552,62.0,6249.0,6793.0,44.0,0,6419.0,1504871486575
32,2468.3333333333335,110.19666762455005,23.0,2380.0,2934.0,41.0,0,2469.0,1504871486645
39,2550.5,93.80298502713013,24.0,2449.0,2933.0,47.0,0,2560.0,1504871486736
56,6598.333333333333,137.5035353080866,64.0,6440.0,7014.0,84.0,0,6619.0,1504871486775
2,6677.0,160.35689362585362,65.0,6540.0,7184.0,83.0,0,6620.0,1504871486776
25,6791.75,122.31048265241482,66.0,6679.0,7153.0,58.0,0,6679.0,1504871486835
22,2675.875,114.42548976663082,25.0,2539.0,3144.0,53.0,0,2730.0,1504871486906
65,6901.666666666667,149.895148539089,67.0,6790.0,7373.0,92.0,0,6859.0,1504871487015
7,2856.625,102.15911302962648,27.0,2749.0,3284.0,46.0,0,2880.0,1504871487056
97,3019.3333333333335,101.82037560767928,28.0,2879.0,3414.0,20.0,0,2899.0,1504871487075
98,6965.916666666667,157.15780727946319,68.0,6839.0,7464.0,93.0,0,6970.0,1504871487126
41,7166.166666666667,148.9199076312126,70.0,7050.0,7634.0,67.0,0,7050.0,1504871487205
61,7107.166666666667,146.7377668571463,69.0,6970.0,7554.0,42.0,0,7140.0,1504871487296
24,3078.4166666666665,122.84506389034206,29.0,2959.0,3603.0,52.0,0,3130.0,1504871487306
38,3163.375,110.66345847508411,30.0,3049.0,3624.0,38.0,0,3139.0,1504871487315
94,3233.75,101.80097003467108,26.0,3139.0,3625.0,2.0,0,3149.0,1504871487325
79,3325.8333333333335,106.24408480266352,31.0,3209.0,3764.0,14.0,0,3279.0,1504871487455
92,3370.9166666666665,90.46818808595403,32.0,3280.0,3744.0,48.0,0,3290.0,1504871487466
33,7384.083333333333,144.79782361010203,72.0,7239.0,7833.0,64.0,0,7410.0,1504871487566
5,3566.0833333333335,111.9992249477151,34.0,3449.0,4013.0,37.0,0,3479.0,1504871487655
35,3449.6666666666665,126.31332295350146,33.0,3360.0,4014.0,56.0,0,3480.0,1504871487656
28,7496.833333333333,124.59055163035259,73.0,7400.0,7873.0,34.0,0,7520.0,1504871487676
78,3675.4583333333335,103.21094062108381,35.0,3549.0,4113.0,68.0,0,3630.0,1504871487806
66,7616.666666666667,155.37070365920195,74.0,7500.0,8103.0,17.0,0,7660.0,1504871487816
46,3795.375,99.37002083962076,36.0,3670.0,4183.0,28.0,0,3690.0,1504871487866
58,7787.583333333333,130.96720857612496,75.0,7660.0,8174.0,8.0,0,7750.0,1504871487906
