node,rttMean,rttStd,geo,rttMin,rttMax,bandwidth,noCrashes,rtt,timestamp
27,5598.8,209.30494499652892,53.0,5450.0,6013.0,23.0,0,5480.0,1504871429336
83,1668.4,149.44376868909592,15.0,1570.0,2094.0,63.0,0,1581.0,1504871429466
10,1579.6,142.7201457398359,14.0,1450.0,1953.0,60.0,0,1581.0,1504871429466
91,5725.0,185.16587158545173,55.0,5611.0,6094.0,45.0,0,5620.0,1504871429476
90,1780.5,127.07261703451299,6.0,1680.0,2144.0,0.0,0,1690.0,1504871429575
82,5833.0,188.6403986424965,56.0,5671.0,6193.0,90.0,0,5750.0,1504871429606
71,5904.6,219.3204048874614,47.0,5789.0,6343.0,1.0,0,5789.0,1504871429645
50,1894.4,179.42363278007724,17.0,1771.0,2414.0,33.0,0,1771.0,1504871429656
37,5986.8,191.58747349448504,57.0,5829.0,6354.0,30.0,0,5829.0,1504871429685
11,1796.2,167.51943170868267,16.0,1670.0,2273.0,79.0,0,1820.0,1504871429705
13,2073.2,178.48518145773335,18.0,1900.0,2563.0,13.0,0,1920.0,1504871429805
6,6058.8,213.06468501373004,58.0,5930.0,6483.0,65.0,0,5990.0,1504871429846
30,6192.8,212.95670921574649,59.0,6001.0,6603.0,49.0,0,6059.0,1504871429915
100,2104.2,142.35364414021862,19.0,1979.0,2494.0,25.0,0,2051.0,1504871429936
87,2211.4,140.65574997133962,20.0,2091.0,2604.0,26.0,0,2110.0,1504871429995
70,6220.8,184.35661094737014,60.0,6049.0,6564.0,94.0,0,6169.0,1504871430025
59,2302.3,174.89656943462327,21.0,2169.0,2814.0,54.0,0,2251.0,1504871430136
75,6374.6,199.65530295987634,61.0,6210.0,6764.0,43.0,0,6329.0,1504871430185
85,2417.4,159.54071580634204,22.0,2290.0,2854.0,36.0,0,2310.0,1504871430195
88,6442.8,176.98067691135097,62.0,6310.0,6793.0,44.0,0,6360.0,1504871430216
39,2582.4,127.7084178901297,24.0,2471.0,2933.0,47.0,0,2471.0,1504871430356
56,6642.6,197.3135575676441,64.0,6440.0,7014.0,84.0,0,6529.0,1504871430385
48,6617.0,174.20218138703086,63.0,6500.0,6964.0,80.0,0,6540.0,1504871430396
32,2483.1,157.38643524776842,23.0,2380.0,2934.0,41.0,0,2531.0,1504871430416
2,6745.0,221.31154511231446,65.0,6600.0,7184.0,83.0,0,6600.0,1504871430456
25,6854.8,157.846000899611,66.0,6690.0,7153.0,58.0,0,6690.0,1504871430546
22,2721.4,154.84133814973313,25.0,2549.0,3144.0,53.0,0,2701.0,1504871430586
65,6962.6,208.3061208894256,67.0,6809.0,7373.0,92.0,0,6850.0,1504871430706
7,2879.2,142.38525204528733,27.0,2779.0,3284.0,46.0,0,2821.0,1504871430706
98,7056.8,205.77016304605485,68.0,6921.0,7464.0,93.0,0,6949.0,1504871430805
97,3058.5,134.34973018208856,28.0,2879.0,3414.0,20.0,0,3031.0,1504871430916
24,3117.5,169.23075961538433,29.0,2990.0,3603.0,52.0,0,3061.0,1504871430946
61,7181.2,194.8695974235078,69.0,6981.0,7554.0,42.0,0,7100.0,1504871430956
41,7247.0,197.9767663136258,70.0,7091.0,7634.0,67.0,0,7210.0,1504871431065
38,3197.6,145.50683832727586,30.0,3090.0,3624.0,38.0,0,3201.0,1504871431086
94,3267.5,129.533200377355,26.0,3139.0,3625.0,2.0,0,3220.0,1504871431105
33,7420.4,207.10924653428685,72.0,7299.0,7833.0,64.0,0,7299.0,1504871431155
79,3382.4,135.49184477303422,31.0,3239.0,3764.0,14.0,0,3331.0,1504871431215
51,7528.8,210.84724328290375,71.0,7380.0,7943.0,6.0,0,7390.0,1504871431246
92,3405.4,122.79674262780752,32.0,3310.0,3744.0,48.0,0,3421.0,1504871431306
28,7540.8,173.8440680610069,73.0,7410.0,7873.0,34.0,0,7459.0,1504871431315
35,3472.4,184.878987448547,33.0,3360.0,4014.0,56.0,0,3481.0,1504871431366
66,7668.6,220.2367816691844,74.0,7511.0,8103.0,17.0,0,7589.0,1504871431445
5,3570.2,151.4171720776742,34.0,3459.0,4013.0,37.0,0,3570.0,1504871431455
78,3712.2,142.04281044811808,35.0,3600.0,4113.0,68.0,0,3680.0,1504871431565
58,7888.4,144.40581705734712,75.0,7789.0,8174.0,8.0,0,7789.0,1504871431645
46,3813.1,136.29999999999998,36.0,3670.0,4183.0,28.0,0,3800.0,1504871431685
95,7864.6,209.81191577219823,76.0,7700.0,8273.0,59.0,0,7829.0,1504871431685
43,7960.8,159.53357013494056,77.0,7839.0,8274.0,40.0,0,7839.0,1504871431695
52,8033.0,191.1188112143857,78.0,7860.0,8404.0,91.0,0,7860.0,1504871431716
89,3904.4,141.16104278447366,37.0,3760.0,4284.0,50.0,0,3920.0,1504871431805
34,3962.4,137.44686245964292,38.0,3850.0,4333.0,98.0,0,3961.0,1504871431846
64,8198.75,233.24812432257627,79.0,8020.0,8595.0,57.0,0,8040.0,1504871431896
67,147.54545454545453,131.74656361664006,0.0,49.0,527.0,88.0,0,59.0,1504871431965
26,4086.625,138.8568845070348,39.0,3940.0,4424.0,77.0,0,4131.0,1504871432016
31,288.45454545454544,184.23619407329159,1.0,160.0,834.0,32.0,0,230.0,1504871432136
45,383.90909090909093,155.8819218309776,2.0,270.0,854.0,31.0,0,270.0,1504871432176
96,473.8181818181818,155.1719387599201,3.0,360.0,924.0,62.0,0,379.0,1504871432285
55,655.9090909090909,122.92455524016239,4.0,531.0,1014.0,12.0,0,660.0,1504871432566
62,899.4545454545455,120.0699520630776,7.0,780.0,1245.0,72.0,0,850.0,1504871432756
77,889.0,144.87361262964225,5.0,769.0,1324.0,5.0,0,889.0,1504871432795
86,997.5454545454545,131.63818431689165,8.0,861.0,1374.0,89.0,0,1009.0,1504871432915
93,1150.2727272727273,169.13098254370294,9.0,999.0,1654.0,21.0,0,1100.0,1504871433006
4,1212.7272727272727,123.76597484335353,10.0,1089.0,1574.0,27.0,0,1199.0,1504871433105
17,1364.0,162.5305565676246,12.0,1250.0,1853.0,82.0,0,1280.0,1504871433186
47,1356.6363636363637,142.89746656401306,11.0,1219.0,1784.0,19.0,0,1370.0,1504871433276
99,1460.2727272727273,135.7940224344416,13.0,1360.0,1864.0,87.0,0,1389.0,1504871433295
10,1576.909090909091,136.3441198155038,14.0,1450.0,1953.0,60.0,0,1550.0,1504871433456
83,1660.3636363636363,144.73755102835597,15.0,1570.0,2094.0,63.0,0,1580.0,1504871433486
90,1770.3636363636363,125.32740593216613,6.0,1669.0,2144.0,0.0,0,1669.0,1504871433575
11,1789.1818181818182,161.2580192124738,16.0,1670.0,2273.0,79.0,0,1719.0,1504871433625
50,1886.7272727272727,172.78577956485512,17.0,1771.0,2414.0,33.0,0,1810.0,1504871433715
100,2094.7272727272725,138.99515420532467,19.0,1979.0,2494.0,25.0,0,2000.0,1504871433906
13,2067.4545454545455,171.14606395302104,18.0,1900.0,2563.0,13.0,0,2010.0,1504871433916
59,2296.6363636363635,167.7163583539308,21.0,2169.0,2814.0,54.0,0,2240.0,1504871434146
87,2215.818181818182,134.8358046472673,20.0,2091.0,2604.0,26.0,0,2260.0,1504871434166
85,2414.0,152.49560351337703,22.0,2290.0,2854.0,36.0,0,2380.0,1504871434286
32,2474.6363636363635,152.4301764011508,23.0,2380.0,2934.0,41.0,0,2390.0,1504871434296
39,2570.2727272727275,127.66154892676246,24.0,2449.0,2933.0,47.0,0,2449.0,1504871434355
22,2715.818181818182,148.6868693730786,25.0,2549.0,3144.0,53.0,0,2660.0,1504871434566
7,2878.2727272727275,135.79067507754917,27.0,2779.0,3284.0,46.0,0,2869.0,1504871434775
24,3103.181818181818,167.5875989021417,29.0,2960.0,3603.0,52.0,0,2960.0,1504871434866
38,3184.090909090909,145.16351566764885,30.0,3049.0,3624.0,38.0,0,3049.0,1504871434955
97,3057.7272727272725,128.12074625069397,28.0,2879.0,3414.0,20.0,0,3050.0,1504871434956
92,3394.909090909091,121.69145375643834,32.0,3290.0,3744.0,48.0,0,3290.0,1504871435196
94,3271.2727272727275,124.07995289628298,26.0,3139.0,3625.0,2.0,0,3309.0,1504871435215
79,3376.7272727272725,130.42593921392597,31.0,3239.0,3764.0,14.0,0,3320.0,1504871435226
35,3470.3636363636365,176.39278109701797,33.0,3360.0,4014.0,56.0,0,3450.0,1504871435356
78,3703.818181818182,138.00185649727405,35.0,3600.0,4113.0,68.0,0,3620.0,1504871435526
5,3576.4545454545455,145.7191343499627,34.0,3459.0,4013.0,37.0,0,3639.0,1504871435545
46,3813.6363636363635,129.968018952407,36.0,3670.0,4183.0,28.0,0,3819.0,1504871435725
34,3951.2727272727275,135.69222588375968,38.0,3840.0,4333.0,98.0,0,3840.0,1504871435746
89,3898.5454545454545,135.8591273317286,37.0,3760.0,4284.0,50.0,0,3840.0,1504871435746
60,8268.75,202.58994915839236,80.0,8110.0,8614.0,18.0,0,8141.0,1504871436026
67,145.25,126.36727226620032,0.0,49.0,527.0,88.0,0,120.0,1504871436045
9,4245.666666666667,181.37683301776872,40.0,4080.0,4634.0,95.0,0,4150.0,1504871436056
76,8406.0,205.69030118116896,81.0,8191.0,8744.0,15.0,0,8191.0,1504871436076
31,279.5,178.87542219843024,1.0,160.0,834.0,32.0,0,181.0,1504871436106
18,4282.333333333333,159.98194342556982,41.0,4170.0,4634.0,99.0,0,4240.0,1504871436146
44,8443.5,222.54718600782172,82.0,8261.0,8824.0,51.0,0,8261.0,1504871436146
63,8563.5,205.10180399011608,83.0,8410.0,8914.0,24.0,0,8430.0,1504871436315
45,384.4166666666667,149.2550715684023,2.0,270.0,854.0,31.0,0,390.0,1504871436315
96,467.6666666666667,149.96017989971725,3.0,360.0,924.0,62.0,0,400.0,1504871436325
3,4592.0,191.9965277463805,44.0,4451.0,5014.0,97.0,0,4489.0,1504871436395
80,4537.333333333333,168.50980848471568,43.0,4380.0,4894.0,74.0,0,4510.0,1504871436416
69,8683.5,203.7075109071828,84.0,8490.0,9024.0,22.0,0,8640.0,1504871436525
19,4737.0,169.5464538113375,42.0,4620.0,5113.0,3.0,0,4660.0,1504871436566
20,4683.666666666667,182.75636483824275,45.0,4570.0,5084.0,81.0,0,4679.0,1504871436585
72,8738.25,202.82181218991215,85.0,8559.0,9074.0,70.0,0,8721.0,1504871436606
55,660.4166666666666,118.63702228038075,4.0,531.0,1014.0,12.0,0,710.0,1504871436635
68,8900.75,239.3098148843879,86.0,8739.0,9314.0,85.0,0,8791.0,1504871436676
74,4825.666666666667,138.14565582102907,46.0,4670.0,5114.0,69.0,0,4799.0,1504871436705
14,8958.0,217.39020217111903,87.0,8750.0,9323.0,78.0,0,8890.0,1504871436775
86,986.1666666666666,131.56293382087355,8.0,861.0,1374.0,89.0,0,861.0,1504871436786
77,889.0833333333334,138.70619929268562,5.0,769.0,1324.0,5.0,0,890.0,1504871436815
62,898.75,114.98197322479149,7.0,780.0,1245.0,72.0,0,891.0,1504871436816
84,9155.5,163.2857924009312,89.0,9020.0,9433.0,75.0,0,9020.0,1504871436905
40,5163.666666666667,173.46149108343585,48.0,5009.0,5543.0,10.0,0,5009.0,1504871436915
23,5138.833333333333,204.95643168461166,49.0,4970.0,5583.0,96.0,0,5020.0,1504871436926
57,9203.0,220.3599328371653,88.0,9059.0,9583.0,11.0,0,9060.0,1504871436945
29,5205.5,168.69079208223943,50.0,5049.0,5554.0,86.0,0,5049.0,1504871436955
73,9353.5,209.02691214291045,91.0,9161.0,9704.0,71.0,0,9161.0,1504871437046
4,1206.6666666666667,120.18966492821068,10.0,1089.0,1574.0,27.0,0,1140.0,1504871437065
93,1150.25,161.93060499279724,9.0,999.0,1654.0,21.0,0,1150.0,1504871437075
49,9326.0,248.83428220404036,90.0,9139.0,9754.0,16.0,0,9221.0,1504871437106
47,1343.5833333333333,143.49997580332743,11.0,1200.0,1784.0,19.0,0,1200.0,1504871437125
42,5372.166666666667,199.5757305441276,51.0,5250.0,5813.0,9.0,0,5250.0,1504871437156
54,5413.833333333333,174.7049099354553,52.0,5299.0,5794.0,35.0,0,5299.0,1504871437205
21,9453.0,203.23262533363092,92.0,9310.0,9803.0,29.0,0,9370.0,1504871437255
17,1367.0833333333333,155.94681696726684,12.0,1250.0,1853.0,82.0,0,1401.0,1504871437326
27,5574.0,198.95309329923307,53.0,5450.0,6013.0,23.0,0,5450.0,1504871437356
53,9545.75,222.7704816621807,93.0,9359.0,9914.0,76.0,0,9531.0,1504871437416
99,1465.25,131.05668302939256,13.0,1360.0,1864.0,87.0,0,1520.0,1504871437445
15,9736.0,170.7146742374539,95.0,9581.0,10024.0,73.0,0,9581.0,1504871437466
91,5699.166666666667,178.63036011707402,55.0,5570.0,6094.0,45.0,0,5570.0,1504871437476
1,9670.75,202.03635192707276,94.0,9499.0,10014.0,55.0,0,9610.0,1504871437495
10,1577.1666666666667,130.54235157815856,14.0,1450.0,1953.0,60.0,0,1580.0,1504871437505
81,5599.0,180.47806884309608,54.0,5471.0,5984.0,39.0,0,5630.0,1504871437536
11,1781.0,156.75936973591084,16.0,1670.0,2273.0,79.0,0,1691.0,1504871437616
8,9878.25,252.97171284552746,96.0,9690.0,10313.0,66.0,0,9731.0,1504871437616
83,1667.0833333333333,140.35636687454624,15.0,1570.0,2094.0,63.0,0,1741.0,1504871437666
90,1773.6666666666667,120.49089407733497,6.0,1669.0,2144.0,0.0,0,1810.0,1504871437735
82,5834.0,172.2188530136388,56.0,5671.0,6193.0,90.0,0,5839.0,1504871437745
12,10005.5,190.39235803991713,98.0,9849.0,10324.0,61.0,0,9870.0,1504871437755
37,5964.0,182.17390958458716,57.0,5829.0,6354.0,30.0,0,5850.0,1504871437756
71,5897.166666666667,200.8999889386646,47.0,5789.0,6343.0,1.0,0,5860.0,1504871437766
50,1883.75,165.72423127995899,17.0,1771.0,2414.0,33.0,0,1851.0,1504871437776
16,10065.75,236.9940663814181,97.0,9909.0,10474.0,7.0,0,9970.0,1504871437855
6,6040.5,198.75843797601817,58.0,5930.0,6483.0,65.0,0,5949.0,1504871437855
100,2085.1666666666665,136.803285373155,19.0,1979.0,2494.0,25.0,0,1980.0,1504871437905
30,6162.166666666667,206.11680884607372,59.0,6001.0,6603.0,49.0,0,6009.0,1504871437915
13,2068.5833333333335,163.90264301983933,18.0,1900.0,2563.0,13.0,0,2081.0,1504871438006
70,6205.5,171.7359892392972,60.0,6049.0,6564.0,94.0,0,6129.0,1504871438035
59,2284.5,165.5443042410903,21.0,2151.0,2814.0,54.0,0,2151.0,1504871438076
36,10353.25,227.46139782389452,99.0,10190.0,10744.0,4.0,0,10210.0,1504871438095
88,6410.5,176.96963016291807,62.0,6249.0,6793.0,44.0,0,6249.0,1504871438155
87,2217.8333333333335,129.2683470752046,20.0,2091.0,2604.0,26.0,0,2240.0,1504871438165
75,6367.166666666667,183.01586148625358,61.0,6210.0,6764.0,43.0,0,6330.0,1504871438236
48,6580.833333333333,178.4062934864002,63.0,6400.0,6964.0,80.0,0,6400.0,1504871438306
32,2471.0,146.43826913299225,23.0,2380.0,2934.0,41.0,0,2431.0,1504871438356
85,2416.1666666666665,146.1801590123943,22.0,2290.0,2854.0,36.0,0,2440.0,1504871438365
39,2563.6666666666665,124.1748319462881,24.0,2449.0,2933.0,47.0,0,2491.0,1504871438416
56,6622.0,185.91844089994586,64.0,6440.0,7014.0,84.0,0,6519.0,1504871438425
22,2704.5833333333335,147.1526748728076,25.0,2549.0,3144.0,53.0,0,2581.0,1504871438506
25,6830.5,153.9975649158129,66.0,6690.0,7153.0,58.0,0,6709.0,1504871438615
2,6740.833333333333,202.243596245276,65.0,6600.0,7184.0,83.0,0,6720.0,1504871438626
98,7027.166666666667,199.18619151158265,68.0,6879.0,7464.0,93.0,0,6879.0,1504871438785
7,2877.5833333333335,130.02977757250667,27.0,2779.0,3284.0,46.0,0,2870.0,1504871438795
65,6957.0,190.56844789558772,67.0,6809.0,7373.0,92.0,0,6929.0,1504871438835
61,7154.333333333333,187.7610774953697,69.0,6981.0,7554.0,42.0,0,7020.0,1504871438926
97,3057.0833333333335,122.6848661770835,28.0,2879.0,3414.0,20.0,0,3050.0,1504871438975
38,3175.4166666666665,141.9298291018801,30.0,3049.0,3624.0,38.0,0,3080.0,1504871439005
24,3104.6666666666665,160.52846753423174,29.0,2960.0,3603.0,52.0,0,3121.0,1504871439046
41,7230.833333333333,184.30718621065455,70.0,7091.0,7634.0,67.0,0,7150.0,1504871439056
94,3261.1666666666665,123.43543071401969,26.0,3139.0,3625.0,2.0,0,3150.0,1504871439075
79,3363.6666666666665,132.17307676763156,31.0,3220.0,3764.0,14.0,0,3220.0,1504871439145
33,7403.5,192.80365660432895,72.0,7299.0,7833.0,64.0,0,7319.0,1504871439225
92,3391.25,117.1410296750602,32.0,3290.0,3744.0,48.0,0,3351.0,1504871439276
28,7534.0,159.42396306703708,73.0,7410.0,7873.0,34.0,0,7500.0,1504871439406
35,3471.25,168.9088141572251,33.0,3360.0,4014.0,56.0,0,3481.0,1504871439406
5,3570.9166666666665,140.71925853351496,34.0,3459.0,4013.0,37.0,0,3510.0,1504871439435
66,7665.333333333333,201.18040549605112,74.0,7511.0,8103.0,17.0,0,7649.0,1504871439555
58,7865.333333333333,141.55525030492117,75.0,7750.0,8174.0,8.0,0,7750.0,1504871439656
78,3706.9166666666665,132.52575745449974,35.0,3600.0,4113.0,68.0,0,3741.0,1504871439666
95,7850.333333333333,194.16974246490847,76.0,7700.0,8273.0,59.0,0,7779.0,1504871439685
46,3811.75,124.5920844195168,36.0,3670.0,4183.0,28.0,0,3791.0,1504871439716
89,3895.4166666666665,130.4884786314698,37.0,3760.0,4284.0,50.0,0,3861.0,1504871439786
34,3944.5,131.84302534959266,38.0,3840.0,4333.0,98.0,0,3870.0,1504871439795
43,7952.166666666667,146.9074727696163,77.0,7839.0,8274.0,40.0,0,7909.0,1504871439815
52,8032.5,174.4703890826941,78.0,7860.0,8404.0,91.0,0,8030.0,1504871439936
26,4079.3333333333335,132.530080442978,39.0,3940.0,4424.0,77.0,0,4021.0,1504871439946
64,8180.8,211.68977301702603,79.0,8020.0,8595.0,57.0,0,8109.0,1504871440015
67,144.15384615384616,121.46911361383262,0.0,49.0,527.0,88.0,0,131.0,1504871440086
31,281.0769230769231,171.94474136431228,1.0,160.0,834.0,32.0,0,300.0,1504871440255
45,380.3076923076923,144.1043343262014,2.0,270.0,854.0,31.0,0,331.0,1504871440286
96,471.0,144.53905514267922,3.0,360.0,924.0,62.0,0,511.0,1504871440466
55,651.1538461538462,118.41312697101303,4.0,531.0,1014.0,12.0,0,540.0,1504871440495
77,878.4615384615385,138.25095096883413,5.0,751.0,1324.0,5.0,0,751.0,1504871440706
62,892.6923076923077,112.44648957504845,7.0,780.0,1245.0,72.0,0,820.0,1504871440775
86,975.7692307692307,131.4330211676443,8.0,851.0,1374.0,89.0,0,851.0,1504871440806
4,1197.0,120.23182734905225,10.0,1081.0,1574.0,27.0,0,1081.0,1504871441036
93,1147.1538461538462,155.94715384674197,9.0,999.0,1654.0,21.0,0,1110.0,1504871441065
47,1335.6923076923076,140.55406001600326,11.0,1200.0,1784.0,19.0,0,1241.0,1504871441196
17,1363.4615384615386,150.35323300333854,12.0,1250.0,1853.0,82.0,0,1320.0,1504871441275
99,1461.8461538461538,126.46607702879557,13.0,1360.0,1864.0,87.0,0,1421.0,1504871441376
10,1566.6153846153845,130.6383960883797,14.0,1440.0,1953.0,60.0,0,1440.0,1504871441395
11,1775.6153846153845,151.76020480782705,16.0,1670.0,2273.0,79.0,0,1711.0,1504871441666
90,1769.6153846153845,116.61147750710705,6.0,1669.0,2144.0,0.0,0,1721.0,1504871441676
83,1671.923076923077,135.8882241677167,15.0,1570.0,2094.0,63.0,0,1730.0,1504871441685
50,1876.5384615384614,161.17053337506323,17.0,1771.0,2414.0,33.0,0,1790.0,1504871441745
13,2055.6153846153848,163.754759630904,18.0,1900.0,2563.0,13.0,0,1900.0,1504871441855
87,2209.5384615384614,127.47766946809841,20.0,2091.0,2604.0,26.0,0,2110.0,1504871442065
100,2090.230769230769,132.6018643830841,19.0,1979.0,2494.0,25.0,0,2151.0,1504871442106
59,2278.0,160.6357561498876,21.0,2151.0,2814.0,54.0,0,2200.0,1504871442155
85,2408.846153846154,142.7164192773941,22.0,2290.0,2854.0,36.0,0,2321.0,1504871442276
32,2476.3076923076924,141.889656269275,23.0,2380.0,2934.0,41.0,0,2540.0,1504871442495
39,2561.923076923077,119.45611459280545,24.0,2449.0,2933.0,47.0,0,2541.0,1504871442496
22,2701.153846153846,141.87797907619617,25.0,2549.0,3144.0,53.0,0,2660.0,1504871442615
7,2874.769230769231,125.30832979013366,27.0,2779.0,3284.0,46.0,0,2841.0,1504871442796
97,3049.6923076923076,120.6204374922774,28.0,2879.0,3414.0,20.0,0,2961.0,1504871442916
24,3101.3076923076924,154.66906836875683,29.0,2960.0,3603.0,52.0,0,3061.0,1504871443016
38,3166.6153846153848,139.72860423061803,30.0,3049.0,3624.0,38.0,0,3061.0,1504871443016
94,3253.4615384615386,121.55949185140418,26.0,3139.0,3625.0,2.0,0,3161.0,1504871443116
79,3353.3846153846152,131.8883784823296,31.0,3220.0,3764.0,14.0,0,3230.0,1504871443185
92,3391.153846153846,112.54595379655518,32.0,3290.0,3744.0,48.0,0,3390.0,1504871443345
35,3475.0,162.8014363950997,33.0,3360.0,4014.0,56.0,0,3520.0,1504871443475
5,3573.153846153846,135.4206245818198,34.0,3459.0,4013.0,37.0,0,3600.0,1504871443555
46,3800.846153846154,125.52219917292359,36.0,3670.0,4183.0,28.0,0,3670.0,1504871443625
78,3704.846153846154,127.5284862017087,35.0,3600.0,4113.0,68.0,0,3680.0,1504871443635
89,3898.923076923077,125.95631815371644,37.0,3760.0,4284.0,50.0,0,3941.0,1504871443896
34,3948.846153846154,127.56226000473177,38.0,3840.0,4333.0,98.0,0,4001.0,1504871443956
26,4072.5,127.38936376322789,39.0,3940.0,4424.0,77.0,0,4011.0,1504871443966
67,141.07142857142858,117.57700472803484,0.0,49.0,527.0,88.0,0,101.0,1504871444076
9,4236.428571428572,169.4401345126752,40.0,4080.0,4634.0,95.0,0,4181.0,1504871444136
31,273.92857142857144,167.68272092842238,1.0,160.0,834.0,32.0,0,181.0,1504871444156
18,4273.428571428572,149.71196835720167,41.0,4170.0,4634.0,99.0,0,4220.0,1504871444175
45,382.5,139.08720286208936,2.0,270.0,854.0,31.0,0,411.0,1504871444386
80,4527.857142857143,157.72709575305657,43.0,4380.0,4894.0,74.0,0,4471.0,1504871444426
3,4583.285714285715,179.03129358196756,44.0,4451.0,5014.0,97.0,0,4531.0,1504871444486
96,475.2142857142857,140.1077027409519,3.0,360.0,924.0,62.0,0,530.0,1504871444505
55,645.4285714285714,115.95794452282769,4.0,531.0,1014.0,12.0,0,571.0,1504871444546
20,4686.0,169.29602138604102,45.0,4570.0,5084.0,81.0,0,4700.0,1504871444655
19,4733.285714285715,157.23296118064002,42.0,4620.0,5113.0,3.0,0,4711.0,1504871444665
74,4812.142857142857,132.11837611067753,46.0,4670.0,5114.0,69.0,0,4731.0,1504871444686
77,872.9285714285714,134.70733583042392,5.0,751.0,1324.0,5.0,0,801.0,1504871444775
62,889.6428571428571,108.91255151519967,7.0,780.0,1245.0,72.0,0,850.0,1504871444825
40,5133.285714285715,176.99855873966422,48.0,4951.0,5543.0,10.0,0,4951.0,1504871444906
23,5113.428571428572,199.69609563595606,49.0,4961.0,5583.0,96.0,0,4961.0,1504871444916
86,979.7142857142857,127.44826881715495,8.0,851.0,1374.0,89.0,0,1031.0,1504871445006
93,1138.857142857143,153.22292682925246,9.0,999.0,1654.0,21.0,0,1031.0,1504871445006
29,5186.285714285715,163.11495883553528,50.0,5049.0,5554.0,86.0,0,5071.0,1504871445026
4,1200.7857142857142,116.65956489560833,10.0,1081.0,1574.0,27.0,0,1250.0,1504871445225
54,5397.714285714285,166.49471401794824,52.0,5299.0,5794.0,35.0,0,5301.0,1504871445256
42,5362.0,186.44187144676334,51.0,5250.0,5813.0,9.0,0,5301.0,1504871445256
47,1333.857142857143,135.60281136089912,11.0,1200.0,1784.0,19.0,0,1310.0,1504871445285
17,1368.2142857142858,145.89388441673654,12.0,1250.0,1853.0,82.0,0,1430.0,1504871445405
27,5560.714285714285,187.0475220637902,53.0,5450.0,6013.0,23.0,0,5481.0,1504871445435
81,5583.571428571428,171.31079287395187,54.0,5471.0,5984.0,39.0,0,5491.0,1504871445446
99,1466.7857142857142,123.16027801865606,13.0,1360.0,1864.0,87.0,0,1531.0,1504871445506
83,1663.2142857142858,134.65733154483462,15.0,1550.0,2094.0,63.0,0,1550.0,1504871445525
10,1570.4285714285713,126.63485995215552,14.0,1440.0,1953.0,60.0,0,1620.0,1504871445595
91,5692.285714285715,166.23624693765908,55.0,5570.0,6094.0,45.0,0,5651.0,1504871445606
11,1766.7142857142858,149.71994264121864,16.0,1651.0,2273.0,79.0,0,1651.0,1504871445626
90,1765.4285714285713,113.37908240293098,6.0,1669.0,2144.0,0.0,0,1711.0,1504871445686
71,5876.142857142857,192.99476571098177,47.0,5750.0,6343.0,1.0,0,5750.0,1504871445705
82,5827.857142857143,160.15209607604586,56.0,5671.0,6193.0,90.0,0,5791.0,1504871445746
50,1870.357142857143,156.89878773220886,17.0,1771.0,2414.0,33.0,0,1790.0,1504871445765
37,5943.428571428572,176.0266677384482,57.0,5820.0,6354.0,30.0,0,5820.0,1504871445775
6,6027.714285714285,186.66066559838646,58.0,5930.0,6483.0,65.0,0,5951.0,1504871445906
13,2048.8571428571427,159.66834248477917,18.0,1900.0,2563.0,13.0,0,1961.0,1504871445935
70,6182.0,169.09591530083915,60.0,6041.0,6564.0,94.0,0,6041.0,1504871445996
30,6154.714285714285,191.69821095052674,59.0,6001.0,6603.0,49.0,0,6110.0,1504871446065
100,2093.8571428571427,128.4455733224094,19.0,1979.0,2494.0,25.0,0,2141.0,1504871446116
75,6352.0,173.4646938140439,61.0,6210.0,6764.0,43.0,0,6261.0,1504871446216
87,2212.5,123.30377702475877,20.0,2091.0,2604.0,26.0,0,2251.0,1504871446226
59,2280.3571428571427,155.02562329354146,21.0,2151.0,2814.0,54.0,0,2311.0,1504871446286
85,2406.785714285714,137.72549228261917,22.0,2290.0,2854.0,36.0,0,2380.0,1504871446355
88,6410.428571428572,163.84213407411167,62.0,6249.0,6793.0,44.0,0,6410.0,1504871446365
48,6560.857142857143,172.26758966497323,63.0,6400.0,6964.0,80.0,0,6441.0,1504871446396
32,2474.4285714285716,136.89605769431384,23.0,2380.0,2934.0,41.0,0,2450.0,1504871446425
56,6608.857142857143,175.11174275010683,64.0,6440.0,7014.0,84.0,0,6530.0,1504871446485
39,2564.714285714286,115.54988321155535,24.0,2449.0,2933.0,47.0,0,2601.0,1504871446576
2,6725.0,191.2156598488434,65.0,6600.0,7184.0,83.0,0,6630.0,1504871446585
25,6810.428571428572,150.81289935627154,66.0,6690.0,7153.0,58.0,0,6690.0,1504871446645
22,2698.9285714285716,136.9522671202918,25.0,2549.0,3144.0,53.0,0,2670.0,1504871446645
65,6934.714285714285,184.68406558670037,67.0,6801.0,7373.0,92.0,0,6801.0,1504871446756
98,7002.0,194.44132423800392,68.0,6851.0,7464.0,93.0,0,6851.0,1504871446806
7,2875.8571428571427,120.81382202313084,27.0,2779.0,3284.0,46.0,0,2890.0,1504871446865
97,3046.214285714286,116.90727618283559,28.0,2879.0,3414.0,20.0,0,3001.0,1504871446976
24,3094.8571428571427,150.84659054002853,29.0,2960.0,3603.0,52.0,0,3011.0,1504871446986
61,7143.857142857143,175.71684086411668,69.0,6981.0,7554.0,42.0,0,7081.0,1504871447036
41,7212.285714285715,176.57998130002838,70.0,7091.0,7634.0,67.0,0,7101.0,1504871447056
