node,geoLocation,rtt,timestamp,mean
29,29,3071.0,1504425014241,3024.2368421052633
30,30,3110.0,1504425014280,3129.9736842105262
70,70,7140.0,1504425014290,7152.473684210527
31,31,3130.0,1504425014300,3231.342105263158
71,71,7160.0,1504425014310,7239.9473684210525
32,32,3230.0,1504425014400,3343.9473684210525
33,33,3371.0,1504425014541,3431.2631578947367
72,72,7401.0,1504425014551,7334.578947368421
34,34,3430.0,1504425014600,3507.0789473684213
74,74,7560.0,1504425014710,7534.0
35,35,3540.0,1504425014710,3616.1315789473683
75,75,7631.0,1504425014781,7633.736842105263
76,76,7650.0,1504425014800,7733.578947368421
36,36,3660.0,1504425014830,3739.9736842105262
37,37,3770.0,1504425014940,3828.9473684210525
38,38,3840.0,1504425015010,4025.5789473684213
77,77,7920.0,1504425015070,7844.631578947368
78,78,7950.0,1504425015100,7917.789473684211
39,39,4050.0,1504425015220,4038.4615384615386
100,0,81.0,1504425015271,116.74358974358974
1,1,190.0,1504425015380,225.05128205128204
81,81,8290.0,1504425015440,8279.23076923077
2,2,290.0,1504425015480,322.2307692307692
3,3,331.0,1504425015521,429.3333333333333
83,83,8420.0,1504425015570,8456.307692307691
82,82,8420.0,1504425015570,8330.461538461539
84,84,8491.0,1504425015640,8532.76923076923
4,4,451.0,1504425015641,532.1025641025641
85,85,8631.0,1504425015781,8626.615384615385
86,86,8690.0,1504425015840,8763.692307692309
5,5,650.0,1504425015840,613.7948717948718
6,6,650.0,1504425015840,734.7692307692307
87,87,8751.0,1504425015901,8836.153846153846
7,7,810.0,1504425016000,823.4615384615385
88,88,8890.0,1504425016040,8929.23076923077
8,8,900.0,1504425016090,931.3076923076923
89,89,8970.0,1504425016120,9041.23076923077
9,9,1100.0,1504425016290,1027.6666666666667
90,90,9210.0,1504425016360,9136.76923076923
10,10,1200.0,1504425016390,1132.3589743589744
11,11,1220.0,1504425016410,1221.7692307692307
92,92,9270.0,1504425016420,9343.692307692309
91,91,9280.0,1504425016430,9246.846153846154
93,93,9510.0,1504425016660,9444.538461538461
13,13,1520.0,1504425016710,1423.8461538461538
94,94,9611.0,1504425016760,9564.692307692309
14,14,1590.0,1504425016780,1527.6923076923076
96,96,9650.0,1504425016800,9763.692307692309
95,95,9660.0,1504425016810,9634.461538461539
15,15,1630.0,1504425016820,1633.6410256410256
16,16,1680.0,1504425016870,1725.2820512820513
17,17,1750.0,1504425016940,1832.5897435897436
98,98,9850.0,1504425017000,9932.846153846154
18,18,1850.0,1504425017040,1937.6153846153845
97,97,9920.0,1504425017070,9832.846153846154
99,99,9940.0,1504425017090,10033.538461538461
19,19,2041.0,1504425017231,2030.2307692307693
20,20,2220.0,1504425017410,2133.641025641026
21,21,2261.0,1504425017451,2205.6666666666665
22,22,2350.0,1504425017540,2323.6666666666665
23,23,2410.0,1504425017600,2437.3846153846152
24,24,2520.0,1504425017710,2533.3333333333335
25,25,2620.0,1504425017810,2631.076923076923
26,26,2750.0,1504425017940,2718.74358974359
27,27,2820.0,1504425018010,2830.230769230769
28,28,2841.0,1504425018031,2917.1794871794873
29,29,2940.0,1504425018130,3022.076923076923
30,30,3110.0,1504425018300,3129.4615384615386
31,31,3160.0,1504425018350,3229.5128205128203
32,32,3340.0,1504425018530,3343.846153846154
33,33,3370.0,1504425018560,3429.6923076923076
34,34,3540.0,1504425018730,3507.923076923077
35,35,3610.0,1504425018800,3615.974358974359
36,36,3660.0,1504425018850,3737.923076923077
37,37,3750.0,1504425018940,3826.923076923077
79,79,7950.0,1504425019120,8026.882352941177
38,38,3960.0,1504425019150,4023.897435897436
40,40,4170.0,1504425019360,4165.3
100,0,170.0,1504425019380,118.075
1,1,180.0,1504425019390,223.925
42,42,4270.0,1504425019460,4337.45
41,41,4270.0,1504425019460,4214.35
43,43,4380.0,1504425019570,4443.35
2,2,360.0,1504425019570,323.175
3,3,430.0,1504425019640,429.35
4,4,460.0,1504425019670,530.3
44,44,4570.0,1504425019760,4497.4
45,45,4570.0,1504425019760,4652.85
5,5,630.0,1504425019840,614.2
6,6,681.0,1504425019890,733.425
47,47,4790.0,1504425019980,4817.95
46,46,4820.0,1504425020010,4745.05
7,7,900.0,1504425020110,825.375
48,48,4970.0,1504425020160,4924.25
8,8,990.0,1504425020200,932.775
9,9,1030.0,1504425020240,1027.725
10,10,1080.0,1504425020290,1131.05
49,49,5110.0,1504425020300,5032.8
50,50,5220.0,1504425020410,5144.0
52,52,5240.0,1504425020430,5359.8
51,51,5290.0,1504425020480,5200.5
11,11,1320.0,1504425020530,1224.225
53,53,5390.0,1504425020580,5423.55
54,54,5421.0,1504425020611,5536.95
13,13,1520.0,1504425020730,1426.25
14,14,1570.0,1504425020780,1528.75
55,55,5650.0,1504425020840,5628.4
15,15,1710.0,1504425020920,1635.55
16,16,1740.0,1504425020950,1725.65
56,56,5780.0,1504425020970,5731.4
17,17,1760.0,1504425020970,1830.775
57,57,5870.0,1504425021060,5830.35
19,19,1930.0,1504425021140,2027.725
58,58,5990.0,1504425021180,5937.55
18,18,2020.0,1504425021230,1939.675
60,60,6060.0,1504425021250,6120.95
59,59,6120.0,1504425021310,6036.8
20,20,2180.0,1504425021390,2134.8
61,61,6250.0,1504425021440,6243.4
22,22,2270.0,1504425021480,2322.325
21,21,2280.0,1504425021490,2207.525
62,62,6381.0,1504425021571,6350.1
63,63,6381.0,1504425021571,6437.5
64,64,6460.0,1504425021650,6529.4
23,23,2440.0,1504425021650,2437.45
24,24,2490.0,1504425021700,2532.25
65,65,6540.0,1504425021730,6632.3
25,25,2560.0,1504425021770,2629.3
26,26,2680.0,1504425021890,2717.775
27,27,2760.0,1504425021970,2828.475
67,67,6790.0,1504425021980,6842.9
28,28,2900.0,1504425022110,2916.75
68,68,6990.0,1504425022180,6918.95
69,69,7020.0,1504425022210,7045.35
29,29,3030.0,1504425022240,3022.275
70,70,7090.0,1504425022280,7149.35
30,30,3110.0,1504425022320,3128.975
31,31,3140.0,1504425022350,3227.275
32,32,3231.0,1504425022441,3341.025
72,72,7260.0,1504425022450,7330.85
71,71,7290.0,1504425022480,7242.45
33,33,3360.0,1504425022570,3427.95
74,74,7440.0,1504425022630,7529.3
34,34,3451.0,1504425022661,3506.5
75,75,7570.0,1504425022760,7630.55
76,76,7710.0,1504425022900,7732.4
35,35,3711.0,1504425022921,3618.35
36,36,3750.0,1504425022960,3738.225
77,77,7890.0,1504425023080,7846.9
38,38,3880.0,1504425023090,4020.3
37,37,3910.0,1504425023120,3829.0
39,39,3951.0,1504425023161,4035.222222222222
78,78,8010.0,1504425023200,7922.4
80,80,8050.0,1504425023240,8119.214285714285
100,0,61.0,1504425023291,116.6829268292683
1,1,181.0,1504425023411,222.8780487804878
2,2,360.0,1504425023590,324.0731707317073
3,3,480.0,1504425023710,430.5853658536585
4,4,600.0,1504425023830,532.0
5,5,670.0,1504425023900,615.560975609756
6,6,750.0,1504425023980,733.829268292683
8,8,840.0,1504425024070,930.5121951219512
7,7,881.0,1504425024111,826.7317073170732
9,9,1010.0,1504425024240,1027.2926829268292
10,10,1040.0,1504425024270,1128.8292682926829
11,11,1150.0,1504425024380,1222.4146341463415
13,13,1330.0,1504425024560,1423.9024390243903
14,14,1550.0,1504425024780,1529.2682926829268
15,15,1680.0,1504425024910,1636.6341463414635
16,16,1740.0,1504425024970,1726.0
17,17,1760.0,1504425024990,1829.0487804878048
18,18,1880.0,1504425025110,1938.219512195122
19,19,2040.0,1504425025270,2028.0243902439024
20,20,2090.0,1504425025320,2133.7073170731705
21,21,2251.0,1504425025481,2208.5853658536585
22,22,2300.0,1504425025530,2321.7804878048782
24,24,2431.0,1504425025660,2529.7804878048782
23,23,2451.0,1504425025681,2437.7804878048782
25,25,2680.0,1504425025910,2630.5365853658536
27,27,2730.0,1504425025960,2826.0731707317073
26,26,2800.0,1504425026030,2719.7804878048782
28,28,2940.0,1504425026170,2917.317073170732
30,30,3060.0,1504425026290,3127.2926829268295
29,29,3120.0,1504425026350,3024.6585365853657
31,31,3150.0,1504425026380,3225.390243902439
32,32,3401.0,1504425026631,3342.487804878049
33,33,3470.0,1504425026700,3428.9756097560976
34,34,3471.0,1504425026701,3505.6341463414633
35,35,3601.0,1504425026831,3617.9268292682927
36,36,3760.0,1504425026990,3738.756097560976
37,37,3800.0,1504425027030,3828.2926829268295
39,39,3930.0,1504425027160,4031.464285714286
38,38,3961.0,1504425027191,4018.8536585365855
79,79,8010.0,1504425027220,8025.944444444444
40,40,4040.0,1504425027270,4159.333333333333
41,41,4190.0,1504425027420,4213.190476190476
100,0,181.0,1504425027431,118.21428571428571
81,81,8260.0,1504425027470,8277.857142857143
42,42,4240.0,1504425027470,4332.809523809524
2,2,230.0,1504425027480,321.8333333333333
1,1,230.0,1504425027480,223.04761904761904
82,82,8320.0,1504425027530,8329.714285714286
83,83,8390.0,1504425027600,8451.57142857143
43,43,4421.0,1504425027650,4442.285714285715
3,3,460.0,1504425027710,431.2857142857143
4,4,500.0,1504425027750,531.2380952380952
84,84,8580.0,1504425027790,8536.142857142857
44,44,4560.0,1504425027790,4500.380952380952
85,85,8630.0,1504425027840,8626.857142857143
45,45,4651.0,1504425027880,4652.761904761905
6,6,660.0,1504425027910,732.0714285714286
86,86,8750.0,1504425027960,8762.714285714286
46,46,4740.0,1504425027970,4744.809523809524
5,5,720.0,1504425027970,618.047619047619
7,7,740.0,1504425027990,824.6666666666666
87,87,8860.0,1504425028070,8837.857142857143
88,88,8860.0,1504425028070,8924.285714285714
47,47,4880.0,1504425028110,4820.9047619047615
8,8,890.0,1504425028140,929.547619047619
9,9,990.0,1504425028240,1026.404761904762
48,48,5021.0,1504425028251,4928.857142857143
49,49,5021.0,1504425028251,5032.238095238095
89,89,9100.0,1504425028310,9045.42857142857
10,10,1080.0,1504425028330,1127.6666666666667
50,50,5130.0,1504425028360,5143.333333333333
51,51,5180.0,1504425028410,5199.523809523809
90,90,9211.0,1504425028421,9142.07142857143
11,11,1181.0,1504425028431,1221.4285714285713
52,52,5250.0,1504425028480,5354.571428571428
91,91,9300.0,1504425028510,9250.642857142857
92,92,9320.0,1504425028530,9342.0
13,13,1380.0,1504425028630,1422.857142857143
94,94,9460.0,1504425028670,9557.214285714286
53,53,5440.0,1504425028670,5424.333333333333
93,93,9480.0,1504425028690,9447.07142857143
54,54,5500.0,1504425028730,5535.190476190476
14,14,1521.0,1504425028771,1529.0714285714287
95,95,9650.0,1504425028860,9635.57142857143
15,15,1610.0,1504425028860,1636.0
55,55,5630.0,1504425028860,5628.476190476191
16,16,1630.0,1504425028880,1723.7142857142858
96,96,9710.0,1504425028920,9759.857142857143
97,97,9760.0,1504425028970,9827.642857142857
56,56,5800.0,1504425029030,5734.666666666667
57,57,5820.0,1504425029050,5829.857142857143
98,98,9870.0,1504425029080,9928.357142857143
58,58,5850.0,1504425029080,5933.380952380952
17,17,1910.0,1504425029160,1830.9761904761904
18,18,1930.0,1504425029180,1938.0238095238096
99,99,10000.0,1504425029210,10031.142857142857
19,19,1960.0,1504425029210,2026.404761904762
59,59,6010.0,1504425029240,6035.523809523809
20,20,2040.0,1504425029290,2131.4761904761904
60,60,6070.0,1504425029300,6118.523809523809
61,61,6171.0,1504425029401,6239.952380952381
21,21,2170.0,1504425029420,2207.6666666666665
22,22,2270.0,1504425029520,2320.5476190476193
63,63,6371.0,1504425029601,6434.333333333333
62,62,6420.0,1504425029650,6353.428571428572
23,23,2450.0,1504425029700,2438.0714285714284
64,64,6621.0,1504425029851,6533.761904761905
24,24,2620.0,1504425029870,2531.9285714285716
65,65,6640.0,1504425029870,6632.666666666667
26,26,2670.0,1504425029920,2718.595238095238
25,25,2690.0,1504425029940,2631.9523809523807
67,67,6741.0,1504425029971,6838.047619047619
68,68,6920.0,1504425030150,6919.0
27,27,2910.0,1504425030160,2828.0714285714284
28,28,2971.0,1504425030221,2918.595238095238
29,29,2990.0,1504425030240,3023.8333333333335
69,69,7070.0,1504425030300,7046.523809523809
70,70,7090.0,1504425030320,7146.523809523809
30,30,3111.0,1504425030361,3126.904761904762
71,71,7150.0,1504425030380,7238.047619047619
31,31,3260.0,1504425030510,3226.214285714286
72,72,7401.0,1504425030631,7334.190476190476
32,32,3381.0,1504425030631,3343.404761904762
74,74,7440.0,1504425030670,7525.047619047619
33,33,3430.0,1504425030680,3429.0
34,34,3470.0,1504425030720,3504.785714285714
75,75,7540.0,1504425030770,7626.238095238095
35,35,3570.0,1504425030820,3616.785714285714
36,36,3690.0,1504425030940,3737.595238095238
76,76,7741.0,1504425030971,7732.809523809524
78,78,7850.0,1504425031080,7918.952380952381
77,77,7910.0,1504425031140,7849.9047619047615
37,37,3910.0,1504425031160,3830.2380952380954
38,38,3940.0,1504425031190,4016.9761904761904
39,39,3971.0,1504425031221,4029.3793103448274
100,0,120.0,1504425031390,118.25581395348837
1,1,150.0,1504425031420,221.34883720930233
2,2,250.0,1504425031520,320.16279069767444
3,3,331.0,1504425031601,428.95348837209303
4,4,480.0,1504425031750,530.046511627907
6,6,640.0,1504425031910,729.9302325581396
5,5,680.0,1504425031950,619.4883720930233
7,7,820.0,1504425032090,824.5581395348837
8,8,920.0,1504425032190,929.3255813953489
9,9,1060.0,1504425032330,1027.1860465116279
10,10,1090.0,1504425032360,1126.7906976744187
11,11,1230.0,1504425032500,1221.6279069767443
13,13,1440.0,1504425032710,1423.2558139534883
14,14,1571.0,1504425032841,1530.046511627907
15,15,1660.0,1504425032930,1636.5581395348838
16,16,1750.0,1504425033020,1724.3255813953488
17,17,1840.0,1504425033110,1831.1860465116279
18,18,1950.0,1504425033220,1938.3023255813953
19,19,1990.0,1504425033260,2025.5581395348838
21,21,2130.0,1504425033400,2205.860465116279
20,20,2170.0,1504425033440,2132.3720930232557
22,22,2251.0,1504425033521,2318.9302325581393
23,23,2440.0,1504425033710,2438.1162790697676
25,25,2540.0,1504425033810,2629.813953488372
24,24,2610.0,1504425033880,2533.7441860465115
26,26,2790.0,1504425034060,2720.2558139534885
28,28,2840.0,1504425034110,2916.767441860465
27,27,2910.0,1504425034180,2829.9767441860463
29,29,3111.0,1504425034381,3025.860465116279
30,30,3120.0,1504425034390,3126.7441860465115
31,31,3180.0,1504425034450,3225.139534883721
32,32,3351.0,1504425034621,3343.5813953488373
33,33,3450.0,1504425034720,3429.4883720930234
34,34,3480.0,1504425034750,3504.2093023255816
35,35,3610.0,1504425034880,3616.6279069767443
36,36,3720.0,1504425034990,3737.186046511628
37,37,3770.0,1504425035040,3828.8372093023254
38,38,3920.0,1504425035190,4014.720930232558
79,79,7961.0,1504425035211,8022.526315789473
39,39,4022.0,1504425035292,4029.133333333333
80,80,8060.0,1504425035310,8115.266666666666
40,40,4100.0,1504425035370,4156.636363636364
41,41,4150.0,1504425035420,4210.318181818182
100,0,220.0,1504425035510,120.56818181818181
1,1,230.0,1504425035520,221.54545454545453
42,42,4260.0,1504425035530,4329.5
3,3,340.0,1504425035630,426.9318181818182
2,2,370.0,1504425035660,321.29545454545456
43,43,4510.0,1504425035780,4445.363636363636
44,44,4520.0,1504425035790,4501.272727272727
5,5,540.0,1504425035830,617.6818181818181
4,4,620.0,1504425035910,532.0909090909091
46,46,4661.0,1504425035931,4741.0
45,45,4671.0,1504425035941,4653.590909090909
6,6,740.0,1504425036030,730.1590909090909
7,7,840.0,1504425036130,824.9090909090909
47,47,4900.0,1504425036170,4824.5
48,48,4911.0,1504425036181,4928.045454545455
49,49,4940.0,1504425036210,5028.045454545455
8,8,991.0,1504425036281,930.7272727272727
50,50,5090.0,1504425036360,5140.909090909091
9,9,1090.0,1504425036380,1028.6136363636363
10,10,1160.0,1504425036450,1127.5454545454545
51,51,5190.0,1504425036460,5199.090909090909
11,11,1180.0,1504425036470,1220.6818181818182
13,13,1331.0,1504425036621,1421.159090909091
52,52,5390.0,1504425036660,5356.181818181818
53,53,5440.0,1504425036710,5425.045454545455
54,54,5481.0,1504425036751,5532.727272727273
14,14,1480.0,1504425036770,1528.909090909091
15,15,1530.0,1504425036820,1634.1363636363637
16,16,1630.0,1504425036920,1722.1818181818182
56,56,5720.0,1504425036990,5734.0
55,55,5721.0,1504425036991,5632.681818181818
17,17,1780.0,1504425037070,1830.0227272727273
57,57,5861.0,1504425037131,5831.272727272727
18,18,1910.0,1504425037200,1937.659090909091
58,58,5950.0,1504425037220,5934.136363636364
19,19,1951.0,1504425037241,2023.8636363636363
59,59,6080.0,1504425037350,6037.545454545455
20,20,2080.0,1504425037370,2131.181818181818
60,60,6160.0,1504425037430,6120.409090909091
61,61,6160.0,1504425037430,6236.318181818182
62,62,6330.0,1504425037600,6352.363636363636
21,21,2321.0,1504425037611,2208.4772727272725
22,22,2400.0,1504425037690,2320.7727272727275
63,63,6460.0,1504425037730,6435.5
23,23,2460.0,1504425037750,2438.6136363636365
64,64,6561.0,1504425037831,6535.0
65,65,6570.0,1504425037840,6629.818181818182
25,25,2560.0,1504425037850,2628.2272727272725
24,24,2570.0,1504425037860,2534.568181818182
26,26,2750.0,1504425038040,2720.931818181818
27,27,2760.0,1504425038050,2828.3863636363635
67,67,6850.0,1504425038120,6838.590909090909
68,68,6880.0,1504425038150,6917.227272727273
29,29,2980.0,1504425038270,3024.818181818182
28,28,3020.0,1504425038310,2919.1136363636365
69,69,7050.0,1504425038320,7046.681818181818
71,71,7150.0,1504425038420,7234.045454545455
70,70,7160.0,1504425038430,7147.136363636364
30,30,3200.0,1504425038490,3128.409090909091
31,31,3220.0,1504425038510,3225.0227272727275
32,32,3311.0,1504425038601,3342.840909090909
72,72,7410.0,1504425038680,7337.636363636364
74,74,7460.0,1504425038730,7522.090909090909
34,34,3460.0,1504425038750,3503.2045454545455
33,33,3490.0,1504425038780,3430.8636363636365
75,75,7681.0,1504425038951,7628.727272727273
35,35,3680.0,1504425038970,3618.068181818182
36,36,3710.0,1504425039000,3736.568181818182
76,76,7760.0,1504425039030,7734.045454545455
78,78,7860.0,1504425039130,7916.272727272727
77,77,7880.0,1504425039150,7851.272727272727
38,38,3870.0,1504425039160,4011.431818181818
37,37,3890.0,1504425039180,3830.2272727272725
39,39,10.0,1504425039320,3899.483870967742
100,0,61.0,1504425039371,119.24444444444444
81,81,8180.0,1504425039450,8271.333333333334
82,82,8280.0,1504425039550,8326.4
2,2,250.0,1504425039560,319.7111111111111
1,1,300.0,1504425039610,223.2888888888889
3,3,360.0,1504425039670,425.44444444444446
83,83,8410.0,1504425039680,8448.8
85,85,8600.0,1504425039870,8625.066666666668
84,84,8610.0,1504425039880,8541.066666666668
4,4,600.0,1504425039910,533.6
5,5,600.0,1504425039910,617.2888888888889
86,86,8740.0,1504425040010,8761.2
7,7,730.0,1504425040040,822.8
6,6,750.0,1504425040060,730.6
87,87,8860.0,1504425040130,8839.333333333334
8,8,860.0,1504425040170,929.1555555555556
88,88,8920.0,1504425040190,8924.0
89,89,9050.0,1504425040320,9045.733333333334
90,90,9140.0,1504425040410,9141.933333333332
9,9,1100.0,1504425040410,1030.2
11,11,1141.0,1504425040451,1218.911111111111
91,91,9191.0,1504425040461,9246.666666666666
10,10,1170.0,1504425040480,1128.4888888888888
92,92,9290.0,1504425040560,9338.533333333333
93,93,9370.0,1504425040640,9441.933333333332
13,13,1420.0,1504425040730,1421.1333333333334
94,94,9490.0,1504425040760,9552.733333333334
95,95,9521.0,1504425040791,9627.933333333332
14,14,1481.0,1504425040791,1527.8444444444444
15,15,1660.0,1504425040970,1634.7111111111112
96,96,9750.0,1504425041020,9759.2
17,17,1790.0,1504425041100,1829.1333333333334
97,97,9840.0,1504425041110,9828.466666666667
16,16,1810.0,1504425041120,1724.1333333333334
98,98,9901.0,1504425041171,9926.533333333333
18,18,1910.0,1504425041220,1937.0444444444445
99,99,10010.0,1504425041280,10029.733333333334
19,19,2070.0,1504425041380,2024.888888888889
20,20,2090.0,1504425041400,2130.266666666667
21,21,2270.0,1504425041580,2209.8444444444444
22,22,2310.0,1504425041620,2320.5333333333333
23,23,2380.0,1504425041690,2437.311111111111
24,24,2580.0,1504425041890,2535.5777777777776
25,25,2631.0,1504425041941,2628.288888888889
27,27,2730.0,1504425042040,2826.2
26,26,2740.0,1504425042050,2721.3555555555554
29,29,2970.0,1504425042280,3023.6
28,28,2990.0,1504425042300,2920.688888888889
30,30,3050.0,1504425042360,3126.6666666666665
31,31,3190.0,1504425042500,3224.2444444444445
32,32,3371.0,1504425042681,3343.4666666666667
33,33,3450.0,1504425042760,3431.288888888889
34,34,3560.0,1504425042870,3504.4666666666667
35,35,3580.0,1504425042890,3617.222222222222
36,36,3710.0,1504425043020,3735.9777777777776
37,37,3770.0,1504425043080,3828.8888888888887
38,38,3970.0,1504425043280,4010.511111111111
79,79,8090.0,1504425043380,8025.9
40,40,4080.0,1504425043390,4153.304347826087
100,0,90.0,1504425043420,118.6086956521739
1,1,190.0,1504425043520,222.56521739130434
41,41,4230.0,1504425043540,4211.173913043478
43,43,4400.0,1504425043710,4443.391304347826
42,42,4410.0,1504425043720,4333.0
2,2,390.0,1504425043720,321.2391304347826
3,3,440.0,1504425043770,425.7608695652174
44,44,4490.0,1504425043800,4500.782608695652
4,4,610.0,1504425043940,535.2608695652174
5,5,620.0,1504425043950,617.3478260869565
45,45,4660.0,1504425043970,4653.869565217391
46,46,4780.0,1504425044090,4742.695652173913
7,7,760.0,1504425044090,821.4347826086956
6,6,800.0,1504425044130,732.1086956521739
48,48,4841.0,1504425044151,4924.260869565217
47,47,4880.0,1504425044190,4826.913043478261
8,8,930.0,1504425044260,929.1739130434783
9,9,931.0,1504425044261,1028.0434782608695
49,49,5081.0,1504425044391,5030.347826086957
10,10,1140.0,1504425044470,1128.7391304347825
50,50,5191.0,1504425044501,5143.086956521739
11,11,1190.0,1504425044520,1218.2826086956522
51,51,5301.0,1504425044611,5203.521739130435
52,52,5320.0,1504425044630,5354.608695652174
53,53,5401.0,1504425044711,5424.0
13,13,1440.0,1504425044770,1421.5434782608695
14,14,1460.0,1504425044790,1526.3695652173913
54,54,5501.0,1504425044811,5531.347826086957
55,55,5570.0,1504425044880,5629.95652173913
15,15,1560.0,1504425044890,1633.0869565217392
56,56,5731.0,1504425045041,5733.869565217391
17,17,1730.0,1504425045060,1826.9782608695652
16,16,1770.0,1504425045100,1725.1304347826087
57,57,5900.0,1504425045210,5834.260869565217
58,58,5981.0,1504425045291,5936.173913043478
19,19,2000.0,1504425045330,2024.3478260869565
18,18,2010.0,1504425045340,1938.6304347826087
59,59,6080.0,1504425045390,6039.391304347826
60,60,6200.0,1504425045510,6123.869565217391
20,20,2201.0,1504425045531,2131.804347826087
22,22,2270.0,1504425045600,2319.4347826086955
21,21,2271.0,1504425045601,2211.1739130434785
61,61,6320.0,1504425045630,6239.95652173913
62,62,6360.0,1504425045670,6352.695652173913
63,63,6390.0,1504425045700,6433.521739130435
23,23,2430.0,1504425045760,2437.1521739130435
64,64,6480.0,1504425045790,6532.608695652174
24,24,2480.0,1504425045810,2534.3695652173915
25,25,2530.0,1504425045860,2626.1521739130435
26,26,2650.0,1504425045980,2719.804347826087
65,65,6680.0,1504425045990,6632.0
27,27,2760.0,1504425046090,2824.7608695652175
67,67,6920.0,1504425046230,6842.130434782609
28,28,2920.0,1504425046250,2920.6739130434785
68,68,6971.0,1504425046281,6919.565217391304
29,29,2990.0,1504425046320,3022.8695652173915
69,69,7090.0,1504425046400,7048.565217391304
70,70,7110.0,1504425046420,7145.521739130435
30,30,3090.0,1504425046420,3125.8695652173915
71,71,7181.0,1504425046491,7231.739130434783
31,31,3200.0,1504425046530,3223.717391304348
72,72,7250.0,1504425046560,7333.826086956522
32,32,3270.0,1504425046600,3341.8695652173915
33,33,3370.0,1504425046700,3429.9565217391305
74,74,7521.0,1504425046831,7522.04347826087
34,34,3580.0,1504425046910,3506.108695652174
35,35,3590.0,1504425046920,3616.6304347826085
75,75,7621.0,1504425046931,7628.391304347826
76,76,7710.0,1504425047020,7733.0
36,36,3711.0,1504425047041,3735.4347826086955
77,77,7731.0,1504425047041,7846.04347826087
38,38,3831.0,1504425047161,4006.608695652174
37,37,3920.0,1504425047250,3830.8695652173915
78,78,7970.0,1504425047280,7918.608695652174
80,80,8120.0,1504425047430,8115.5625
39,39,4120.0,1504425047450,3906.375
100,0,210.0,1504425047560,120.55319148936171
1,1,260.0,1504425047610,223.36170212765958
3,3,390.0,1504425047740,425.0
2,2,390.0,1504425047740,322.70212765957444
4,4,580.0,1504425047930,536.2127659574468
5,5,630.0,1504425047980,617.6170212765958
6,6,640.0,1504425047990,730.1489361702128
8,8,840.0,1504425048190,927.2765957446809
7,7,870.0,1504425048220,822.468085106383
9,9,930.0,1504425048280,1025.9574468085107
10,10,1050.0,1504425048400,1127.063829787234
11,11,1180.0,1504425048530,1217.468085106383
13,13,1380.0,1504425048730,1420.659574468085
14,14,1480.0,1504425048830,1525.3829787234042
16,16,1660.0,1504425049010,1723.7446808510638
15,15,1680.0,1504425049030,1634.0851063829787
17,17,1741.0,1504425049091,1825.1489361702127
18,18,1850.0,1504425049200,1936.7446808510638
19,19,1971.0,1504425049320,2023.212765957447
20,20,2140.0,1504425049490,2131.978723404255
21,21,2240.0,1504425049590,2211.7872340425533
22,22,2340.0,1504425049690,2319.872340425532
23,23,2450.0,1504425049800,2437.425531914894
24,24,2531.0,1504425049881,2534.2978723404253
25,25,2631.0,1504425049981,2626.255319148936
26,26,2748.0,1504425050098,2720.404255319149
27,27,2870.0,1504425050220,2825.723404255319
28,28,2930.0,1504425050280,2920.872340425532
29,29,2960.0,1504425050310,3021.531914893617
30,30,3060.0,1504425050410,3124.468085106383
31,31,3260.0,1504425050610,3224.4893617021276
32,32,3270.0,1504425050620,3340.340425531915
34,34,3431.0,1504425050781,3504.5106382978724
33,33,3480.0,1504425050830,3431.021276595745
35,35,3650.0,1504425051000,3617.340425531915
36,36,3760.0,1504425051110,3735.9574468085107
37,37,3781.0,1504425051131,3829.808510638298
38,38,3940.0,1504425051290,4005.191489361702
40,40,4060.0,1504425051410,4149.416666666667
100,0,119.0,1504425051490,120.52083333333333
41,41,4161.0,1504425051511,4209.083333333333
1,1,179.0,1504425051550,222.4375
81,81,8280.0,1504425051610,8271.875
83,83,8360.0,1504425051690,8443.25
82,82,8360.0,1504425051690,8328.5
42,42,4350.0,1504425051700,4333.708333333333
43,43,4370.0,1504425051720,4440.333333333333
2,2,379.0,1504425051750,323.875
44,44,4470.0,1504425051820,4499.5
3,3,469.0,1504425051840,425.9166666666667
84,84,8520.0,1504425051850,8539.75
45,45,4570.0,1504425051920,4650.375
4,4,559.0,1504425051930,536.6875
46,46,4631.0,1504425051981,4738.041666666667
5,5,639.0,1504425052010,618.0625
85,85,8700.0,1504425052030,8629.75
86,86,8730.0,1504425052060,8759.25
6,6,729.0,1504425052100,730.125
87,87,8800.0,1504425052130,8836.875
48,48,4830.0,1504425052180,4920.333333333333
88,88,8890.0,1504425052220,8921.875
7,7,860.0,1504425052231,823.25
47,47,4890.0,1504425052240,4829.541666666667
8,8,889.0,1504425052260,926.4791666666666
89,89,8930.0,1504425052260,9038.5
49,49,4960.0,1504425052310,5027.416666666667
9,9,1059.0,1504425052430,1026.6458333333333
10,10,1069.0,1504425052440,1125.8541666666667
90,90,9180.0,1504425052510,9144.3125
50,50,5190.0,1504425052540,5145.041666666667
91,91,9230.0,1504425052560,9245.625
52,52,5260.0,1504425052610,5350.666666666667
51,51,5290.0,1504425052640,5207.125
11,11,1309.0,1504425052680,1219.375
13,13,1329.0,1504425052700,1418.75
92,92,9410.0,1504425052740,9343.0
94,94,9430.0,1504425052760,9545.0625
93,93,9470.0,1504425052800,9443.6875
54,54,5470.0,1504425052820,5528.791666666667
53,53,5500.0,1504425052850,5427.166666666667
14,14,1489.0,1504425052860,1524.625
96,96,9660.0,1504425052990,9753.0
