(3.0,[240.58536585365854,284.0716137474163,0.0,2.0,800.0,21.0])
(3.0,[441.5,470.22388284730926,0.0,1.0,2023.0,9.0])
(3.0,[904.6153846153846,595.2635966585756,1.0,1.0,2210.0,27.0])
(22260.0,[19387.25,1926.3755312762878,18.0,17020.0,22260.0,12.0])
(6190.0,[6004.083333333333,373.0617594834519,6.0,5330.0,6910.0,6.0])
(16310.0,[14965.8,1520.9505448896095,14.0,12190.0,16399.0,18.0])
(10350.0,[9013.625,1815.31250322775,10.0,6180.0,11560.0,23.0])
(260.0,[1732.0,1694.4348615393865,0.0,1.0,5570.0,8.0])
(2310.0,[1961.8148148148148,1687.5314216451736,2.0,2.0,5530.0,23.0])
(6440.0,[7110.1,1605.5772451053235,7.0,5660.0,10420.0,22.0])
(12550.0,[13039.833333333334,1333.246715936535,13.0,11950.0,15570.0,3.0])
(14600.0,[15275.8,1812.4145662623657,15.0,13480.0,18340.0,28.0])
(12610.0,[12468.333333333334,1012.6290315587222,13.0,11220.0,14181.0,19.0])
(4550.0,[1320.7333333333333,1786.0726549860417,0.0,1.0,5710.0,9.0])
(2580.0,[1987.1153846153845,724.3091311419602,2.0,80.0,4041.0,19.0])
(20780.0,[19932.25,585.8115631327194,19.0,19210.0,20780.0,0.0])
(10750.0,[7102.0,2805.1552541704355,7.0,1280.0,11270.0,16.0])
(2670.0,[2189.269230769231,705.4204724130201,2.0,1170.0,4010.0,28.0])
(14920.0,[15671.8,1540.5171079867955,16.0,13210.0,17829.0,29.0])
(880.0,[654.2564102564103,760.7843360957507,0.0,1.0,2850.0,5.0])
(950.0,[1074.9268292682927,496.90983577500907,1.0,3.0,1970.0,16.0])
(7080.0,[8531.0,2327.5111170518608,8.0,5010.0,11630.0,11.0])
(7100.0,[2842.809523809524,2664.1740723023986,2.0,1.0,7200.0,14.0])
(13230.0,[12669.833333333334,447.2398374722697,12.0,11850.0,13230.0,17.0])
(1180.0,[1148.675,475.4968132122445,1.0,280.0,2660.0,23.0])
(9750.0,[12576.666666666666,1496.8686946051378,14.0,9750.0,14670.0,25.0])
(5711.0,[7142.0,1262.2797629685742,8.0,5711.0,9950.0,13.0])
(3760.0,[1768.5185185185185,1435.7112154265249,2.0,1.0,4020.0,21.0])
(11850.0,[13224.833333333334,749.0061007020496,12.0,11850.0,13930.0,14.0])
(9870.0,[10775.57142857143,1360.865465917381,11.0,8960.0,13230.0,18.0])
(3931.0,[5377.0,1533.1642994900349,5.0,2790.0,7950.0,15.0])
(5970.0,[5301.538461538462,1924.9661581594548,5.0,1720.0,8790.0,26.0])
(1.0,[1672.3103448275863,1694.6579779727763,0.0,1.0,5570.0,8.0])
(1.0,[1705.392857142857,1447.4947159855622,2.0,1.0,4020.0,21.0])
(1.0,[1193.6129032258063,1560.6994849791395,1.0,1.0,4930.0,12.0])
(1.0,[234.88095238095238,283.03619172760284,0.0,1.0,800.0,21.0])
(1.0,[637.925,758.106106936885,0.0,1.0,2850.0,5.0])
(180.0,[435.1219512195122,466.2024680602421,0.0,1.0,2023.0,9.0])
(4360.0,[2479.0454545454545,2502.15960317324,1.0,2.0,6860.0,21.0])
(490.0,[1909.25,1679.4817998631092,2.0,2.0,5530.0,23.0])
(10680.0,[11422.714285714286,1029.5428547641513,11.0,9360.0,12750.0,7.0])
(12710.0,[8104.444444444444,2469.4822719262484,10.0,4799.0,12710.0,9.0])
(8680.0,[4971.357142857143,1979.0927794299682,4.0,2650.0,8680.0,6.0])
(790.0,[1068.142857142857,492.8765213581617,1.0,3.0,1970.0,16.0])
(2860.0,[2944.714285714286,246.5122701200244,3.0,2520.0,3320.0,15.0])
(2910.0,[3075.2380952380954,215.73857741917197,3.0,2670.0,3410.0,26.0])
(910.0,[1307.483870967742,1758.5269288291474,0.0,1.0,5710.0,9.0])
(3140.0,[3066.2380952380954,118.52743494426564,3.0,2800.0,3231.0,17.0])
(13340.0,[13248.166666666666,112.54690380261714,13.0,13030.0,13389.0,5.0])
(11420.0,[11361.285714285714,135.27191059461816,11.0,11210.0,11659.0,3.0])
(15530.0,[15707.8,1121.580741632095,18.0,14280.0,17460.0,22.0])
(5440.0,[5302.2307692307695,1062.920371418448,4.0,3550.0,7530.0,1.0])
(5570.0,[5808.916666666667,3780.954982063247,6.0,2.0,10330.0,29.0])
(1530.0,[1157.9756097560976,473.3314977076733,1.0,280.0,2660.0,23.0])
(7730.0,[6038.25,1334.3451655525018,5.0,2880.0,7730.0,2.0])
(3700.0,[3351.4285714285716,636.664640093651,3.0,1650.0,4641.0,22.0])
(5871.0,[6366.083333333333,1631.4724156587984,6.0,3650.0,8910.0,19.0])
(15980.0,[16225.8,567.4526940635668,16.0,15550.0,17150.0,0.0])
(18010.0,[16190.0,958.9141775988089,15.0,15240.0,18010.0,7.0])
(4000.0,[4458.6875,2007.8631900216085,5.0,1830.0,8590.0,2.0])
(1.0,[2371.304347826087,2498.794325526902,1.0,1.0,6860.0,21.0])
(4070.0,[4116.1875,124.71678854007587,4.0,3860.0,4390.0,25.0])
(50.0,[230.58139534883722,281.11011105541525,0.0,1.0,800.0,21.0])
(4100.0,[4017.6470588235293,1068.8407101471294,4.0,2370.0,5921.0,26.0])
(100.0,[427.14285714285717,463.4438154383196,0.0,1.0,2023.0,9.0])
(2270.0,[2192.259259259259,692.4017562397539,2.0,1170.0,4010.0,28.0])
(10380.0,[11092.857142857143,2494.3480355493657,9.0,8480.0,15100.0,16.0])
(2360.0,[2000.9259259259259,714.2494079348292,2.0,80.0,4041.0,19.0])
(4430.0,[5381.428571428572,1359.181303699595,5.0,3290.0,7670.0,3.0])
(6460.0,[8474.444444444445,1444.7461223428465,8.0,6300.0,11480.0,2.0])
(2460.0,[943.5,635.9628919992109,1.0,1.0,2460.0,27.0])
(440.0,[633.0975609756098,749.4260179200577,0.0,1.0,2850.0,5.0])
(8731.0,[7575.0,1357.8163351499347,7.0,4670.0,9330.0,12.0])
(8770.0,[6160.333333333333,2052.7516221458022,7.0,3010.0,10113.0,8.0])
(6910.0,[3918.5555555555557,1619.5376645554065,4.0,1520.0,6910.0,6.0])
(10960.0,[10068.625,2235.045465840684,8.0,4640.0,11620.0,1.0])
(860.0,[1150.8809523809523,469.8638709841775,1.0,280.0,2660.0,23.0])
(210.0,[210.0,1000.0,1.0,210.0,210.0,21.0])
(223.0,[223.0,1000.0,1.0,223.0,223.0,12.0])
(224.0,[224.0,1000.0,0.0,224.0,224.0,9.0])
(224.0,[224.0,1000.0,0.0,224.0,224.0,9.0])
(224.0,[224.0,1000.0,0.0,224.0,224.0,21.0])
(339.0,[339.0,1000.0,2.0,339.0,339.0,23.0])
(550.0,[550.0,1000.0,0.0,550.0,550.0,5.0])
(670.0,[670.0,1000.0,1.0,670.0,670.0,23.0])
(810.0,[810.0,1000.0,1.0,810.0,810.0,27.0])
(1490.0,[1490.0,1000.0,2.0,1490.0,1490.0,14.0])
(1530.0,[1530.0,1000.0,2.0,1530.0,1530.0,21.0])
(1720.0,[1720.0,1000.0,1.0,1720.0,1720.0,16.0])
(2149.0,[2149.0,1000.0,2.0,2149.0,2149.0,19.0])
(6.0,[278.0,272.0,0.0,6.0,550.0,5.0])
(2230.0,[2230.0,1000.0,3.0,2230.0,2230.0,29.0])
(100.0,[910.0,810.0,1.0,100.0,1720.0,16.0])
(2350.0,[2350.0,1000.0,2.0,2350.0,2350.0,28.0])
(159.0,[191.5,32.5,0.0,159.0,224.0,9.0])
(310.0,[266.5,43.5,1.0,223.0,310.0,12.0])
(379.0,[301.5,77.5,0.0,224.0,379.0,21.0])
(520.0,[595.0,75.0,1.0,520.0,670.0,23.0])
(3000.0,[3000.0,1000.0,4.0,3000.0,3000.0,6.0])
(3149.0,[3149.0,1000.0,3.0,3149.0,3149.0,15.0])
(3200.0,[3200.0,1000.0,3.0,3200.0,3200.0,17.0])
(1120.0,[672.0,448.0,0.0,224.0,1120.0,9.0])
(3379.0,[3379.0,1000.0,3.0,3379.0,3379.0,26.0])
(1370.0,[1450.0,80.0,2.0,1370.0,1530.0,21.0])
(3630.0,[3630.0,1000.0,5.0,3630.0,3630.0,2.0])
(1620.0,[1215.0,405.0,1.0,810.0,1620.0,27.0])
(1779.0,[1964.0,185.0,2.0,1779.0,2149.0,19.0])
(4040.0,[4040.0,1000.0,0.0,4040.0,4040.0,8.0])
(4170.0,[4170.0,1000.0,4.0,4170.0,4170.0,25.0])
(4180.0,[4180.0,1000.0,3.0,4180.0,4180.0,22.0])
(4619.0,[4619.0,1000.0,4.0,4619.0,4619.0,1.0])
(461.0,[281.3333333333333,129.7852927808934,0.0,159.0,461.0,9.0])
(520.0,[780.0,686.4400920692206,1.0,100.0,1720.0,16.0])
(4750.0,[4750.0,1000.0,5.0,4750.0,4750.0,3.0])
(4800.0,[4800.0,1000.0,10.0,4800.0,4800.0,9.0])
(641.0,[414.6666666666667,172.09751757522696,0.0,224.0,641.0,21.0])
(641.0,[391.3333333333333,180.07837799753258,1.0,223.0,641.0,12.0])
(5100.0,[5100.0,1000.0,4.0,5100.0,5100.0,6.0])
