node,rttMean,rttStd,geo,rttMin,rttMax,bandwidth,rtt,timestamp
87,3154.080808080808,10.823353694931686,17.0,3129.0,3179.0,7.0,3150.0,1505150922596
72,3350.3232323232323,248.4260688464103,13.0,2800.0,3929.0,5.0,3180.0,1505150922626
8,3170.919191919192,185.0139867367759,12.0,2731.0,3540.0,5.0,3250.0,1505150922696
85,3137.4343434343436,99.28289970616225,20.0,2910.0,3380.0,9.0,3250.0,1505150922696
67,1723.5252525252524,317.0547014408466,6.0,1021.0,2480.0,9.0,1230.0,1505150922696
39,1334.2727272727273,44.365519913649706,2.0,1231.0,1440.0,9.0,1340.0,1505150922806
79,3544.818181818182,158.54963621582039,15.0,3200.0,3941.0,5.0,3371.0,1505150922817
60,3623.070707070707,166.50878901334903,19.0,3221.0,4000.0,6.0,3411.0,1505150922857
10,1595.6868686868686,283.3656896485403,1.0,809.0,2350.0,7.0,1400.0,1505150922866
1,1276.6464646464647,215.61372649522528,0.0,769.0,1791.0,8.0,1520.0,1505150922986
42,3495.3232323232323,43.08807711597358,18.0,3409.0,3580.0,6.0,3540.0,1505150922986
34,1578.7575757575758,32.891339595487366,3.0,1480.0,1641.0,8.0,1551.0,1505150923017
83,1556.6363636363637,114.45827209696697,1.0,1320.0,1839.0,7.0,1571.0,1505150923037
28,3615.626262626263,168.03995351386268,11.0,3200.0,4110.0,4.0,3601.0,1505150923047
54,1647.1818181818182,159.6188239599289,2.0,1291.0,2160.0,7.0,1581.0,1505150923047
73,5585.462686567164,308.94086418428304,6.0,4860.0,6361.0,2.0,5679.0,1505150923106
24,3419.1111111111113,156.56688562567442,14.0,3090.0,3721.0,5.0,3711.0,1505150923157
21,3737.3535353535353,9.080240653724895,26.0,3719.0,3761.0,9.0,3750.0,1505150923196
53,1786.040404040404,79.85199936042272,1.0,1560.0,1989.0,6.0,1730.0,1505150923196
43,3703.1414141414143,169.4331017293745,24.0,3321.0,4200.0,8.0,3780.0,1505150923226
2,5943.367647058823,347.62923557128426,9.0,3930.0,7929.0,2.0,5830.0,1505150923257
82,1863.141414141414,350.7011450414068,7.0,31.0,3790.0,9.0,1841.0,1505150923307
90,1789.7373737373737,45.40292916697257,1.0,1680.0,1910.0,6.0,1850.0,1505150923316
98,2434.050505050505,316.9559244678989,4.0,431.0,2961.0,5.0,1860.0,1505150923326
20,3964.431818181818,355.5500474762035,23.0,3150.0,5959.0,6.0,3890.0,1505150923336
78,3978.894117647059,360.2902758978854,29.0,1720.0,4510.0,9.0,3910.0,1505150923356
89,1849.919191919192,77.71817472236009,4.0,1650.0,2011.0,7.0,1960.0,1505150923426
18,1953.888888888889,27.41926215544959,5.0,1890.0,2010.0,7.0,1970.0,1505150923436
19,2075.030303030303,281.4276179272948,0.0,1480.0,3881.0,5.0,1980.0,1505150923446
74,3835.4242424242425,79.30991389862868,27.0,3659.0,4061.0,9.0,4061.0,1505150923507
38,4096.521739130435,31.241744971423785,24.0,4051.0,4287.0,6.0,4120.0,1505150923566
27,4274.289855072464,74.43820537076093,9.0,4110.0,4567.0,3.0,4291.0,1505150923737
68,2542.10101010101,314.70481583555545,5.0,801.0,3171.0,5.0,2301.0,1505150923767
5,10419.114285714286,202.78148287237266,4.0,9839.0,10860.0,0.0,10441.0,1505150923827
71,4402.898550724638,78.21896892281869,27.0,4200.0,4560.0,6.0,4420.0,1505150923866
22,4729.057971014493,201.6468346260952,14.0,4351.0,5287.0,3.0,4641.0,1505150924087
56,4671.434782608696,254.30943597309312,21.0,4150.0,5310.0,4.0,4671.0,1505150924117
92,4551.391304347826,115.46819844408186,12.0,4270.0,4897.0,3.0,4700.0,1505150924146
37,2689.4949494949497,276.3835855077663,12.0,1919.0,3280.0,7.0,2960.0,1505150924426
23,5035.449275362319,42.75563738807325,25.0,4939.0,5177.0,4.0,5100.0,1505150924546
64,4971.826086956522,189.88936187752415,16.0,4430.0,5380.0,3.0,5130.0,1505150924576
32,4900.347826086957,212.23003831206543,29.0,4460.0,5431.0,5.0,5291.0,1505150924737
62,5326.826086956522,92.28059863637692,28.0,5100.0,5527.0,4.0,5301.0,1505150924747
46,3241.7373737373737,206.91839927067647,21.0,2819.0,4051.0,9.0,3290.0,1505150924756
39,1333.3535353535353,44.74333382577464,2.0,1231.0,1440.0,9.0,1270.0,1505150924756
10,1594.979797979798,284.01454578619916,1.0,809.0,2350.0,7.0,1300.0,1505150924786
91,3609.373737373737,278.5661187987472,11.0,2960.0,4200.0,4.0,3480.0,1505150924946
1,1282.4040404040404,213.34469284112296,0.0,769.0,1791.0,8.0,1480.0,1505150924966
63,5321.811594202899,151.75841550691237,3.0,5029.0,5720.0,2.0,5551.0,1505150924997
30,5508.971014492754,264.6520258981863,5.0,5001.0,6010.0,2.0,5620.0,1505150925066
75,5672.04347826087,167.25147557093575,23.0,5170.0,6031.0,3.0,5620.0,1505150925066
34,1578.7676767676767,32.91029383121848,3.0,1480.0,1641.0,8.0,1641.0,1505150925127
11,3647.3232323232323,304.61500219337404,22.0,1690.0,4261.0,7.0,3740.0,1505150925206
90,1789.8484848484848,45.36793769207048,1.0,1680.0,1910.0,6.0,1781.0,1505150925267
33,5858.304347826087,39.98271523206362,25.0,5789.0,6048.0,3.0,5880.0,1505150925326
53,1786.030303030303,79.84384438243661,1.0,1560.0,1989.0,6.0,1850.0,1505150925336
98,2431.010101010101,320.97872722707507,4.0,431.0,2961.0,5.0,1860.0,1505150925346
83,1562.1919191919192,117.17264106218835,1.0,1320.0,1891.0,7.0,1891.0,1505150925377
82,1862.4444444444443,350.5566200819452,7.0,31.0,3790.0,9.0,1901.0,1505150925387
35,2005.979797979798,261.5201859755504,7.0,49.0,2530.0,8.0,1920.0,1505150925406
52,3917.252525252525,289.77073289954296,25.0,1920.0,4069.0,7.0,3970.0,1505150925436
18,1954.6868686868686,27.01501507846753,5.0,1890.0,2010.0,7.0,1980.0,1505150925466
54,1652.030303030303,162.63974283800752,2.0,1291.0,2160.0,7.0,1990.0,1505150925476
3,6079.19298245614,451.6725424074273,11.0,3870.0,6579.0,2.0,6110.0,1505150925556
67,1729.3838383838383,318.22673789061025,6.0,1021.0,2480.0,9.0,2080.0,1505150925566
45,3995.6341463414633,339.0018530849101,15.0,1821.0,4310.0,4.0,4120.0,1505150925586
69,2098.878787878788,239.73391279496798,8.0,1750.0,4060.0,8.0,2230.0,1505150925716
19,2078.878787878788,281.74941487493663,0.0,1480.0,3881.0,5.0,2291.0,1505150925777
7,2254.787878787879,20.462467601658993,8.0,2211.0,2320.0,7.0,2291.0,1505150925777
65,4175.3239436619715,106.10807334749772,29.0,3950.0,4528.0,8.0,4360.0,1505150925826
9,2884.868686868687,275.65186822118807,16.0,2110.0,3530.0,8.0,2460.0,1505150925946
25,4326.714285714285,293.1544762386812,10.0,2109.0,4621.0,3.0,4520.0,1505150925986
4,2521.757575757576,46.14340643861715,0.0,2369.0,2641.0,4.0,2511.0,1505150925997
48,2686.7272727272725,90.82804468138018,10.0,2441.0,2860.0,6.0,2641.0,1505150926127
15,2732.929292929293,69.38303179827365,7.0,2579.0,2930.0,5.0,2671.0,1505150926157
26,6832.7307692307695,123.48452338164851,18.0,6571.0,7160.0,2.0,6780.0,1505150926226
100,2544.5656565656564,187.92987955247912,13.0,1980.0,2941.0,8.0,2740.0,1505150926226
97,2871.949494949495,29.54653024028157,16.0,2809.0,2970.0,8.0,2860.0,1505150926346
13,6929.5192307692305,29.387000255617597,19.0,6901.0,7127.0,2.0,6921.0,1505150926367
86,2923.5454545454545,71.305329072141,4.0,2761.0,3100.0,4.0,2960.0,1505150926446
36,7283.788461538462,181.83205866725373,22.0,6921.0,7749.0,2.0,7020.0,1505150926466
8,3170.4141414141413,185.43843815529442,12.0,2731.0,3540.0,5.0,2990.0,1505150926476
85,3134.222222222222,97.18456413532368,20.0,2910.0,3380.0,9.0,3041.0,1505150926527
87,3154.2929292929293,10.946382203195496,17.0,3129.0,3179.0,7.0,3171.0,1505150926657
79,3544.626262626263,158.930744453352,15.0,3200.0,3941.0,5.0,3220.0,1505150926706
24,3419.818181818182,155.5953287733541,14.0,3090.0,3721.0,5.0,3240.0,1505150926726
83,1558.1515151515152,120.57734544713635,1.0,1260.0,1891.0,7.0,1260.0,1505150926767
39,1332.6363636363637,44.879289175274046,2.0,1231.0,1440.0,9.0,1289.0,1505150926796
54,1649.0,165.42037054093123,2.0,1291.0,2160.0,7.0,1350.0,1505150926857
28,3615.030303030303,168.62704376762096,11.0,3200.0,4110.0,4.0,3420.0,1505150926906
72,3355.3838383838383,245.07585744095306,13.0,2800.0,3929.0,5.0,3440.0,1505150926926
1,1287.4444444444443,211.07819520106247,0.0,769.0,1791.0,8.0,1439.0,1505150926946
42,3495.8282828282827,43.547730786428865,18.0,3409.0,3580.0,6.0,3560.0,1505150927046
34,1578.3434343434344,33.1486281435785,3.0,1480.0,1641.0,8.0,1539.0,1505150927046
43,3704.4545454545455,168.89906571242713,24.0,3321.0,4200.0,8.0,3700.0,1505150927186
21,3737.060606060606,8.808648392425333,26.0,3719.0,3761.0,9.0,3731.0,1505150927217
60,3622.6767676767677,166.18286315295478,19.0,3221.0,4000.0,6.0,3741.0,1505150927227
10,1596.5858585858587,284.26730236515033,1.0,809.0,2350.0,7.0,1720.0,1505150927227
90,1790.4343434343434,44.84657608095719,1.0,1680.0,1910.0,6.0,1779.0,1505150927286
53,1786.9292929292928,79.60727499942065,1.0,1560.0,1989.0,6.0,1810.0,1505150927317
89,1870.919191919192,217.26368454384925,4.0,1650.0,3880.0,7.0,3880.0,1505150927366
82,1865.060606060606,350.1589774062898,7.0,31.0,3790.0,9.0,1940.0,1505150927447
18,1954.878787878788,26.91335620031635,5.0,1890.0,2010.0,7.0,1950.0,1505150927457
95,5956.279411764706,367.3793857928562,26.0,3831.0,8030.0,3.0,8030.0,1505150927476
41,10286.055555555555,262.31680850584354,3.0,9751.0,11000.0,1.0,10069.0,1505150927496
78,3979.2558139534885,358.2049623111571,29.0,1720.0,4510.0,9.0,4010.0,1505150927496
50,10206.194444444445,163.87356566783842,2.0,9820.0,10788.0,0.0,10079.0,1505150927506
88,5994.393442622951,274.1468601691571,10.0,4049.0,6318.0,2.0,6040.0,1505150927506
14,12069.5625,343.06777186694467,21.0,10179.0,12277.0,1.0,10179.0,1505150927606
35,2006.4747474747476,261.68719639342197,7.0,49.0,2530.0,8.0,2119.0,1505150927626
98,2429.7979797979797,321.35766221863435,4.0,431.0,2961.0,5.0,2270.0,1505150927777
20,3968.438202247191,355.53893116548585,23.0,3150.0,5959.0,6.0,4321.0,1505150927807
84,4289.414285714286,122.89455327430014,26.0,3959.0,4571.0,6.0,4331.0,1505150927817
68,2544.5151515151515,313.6843734298347,5.0,801.0,3171.0,5.0,2530.0,1505150928037
37,2691.10101010101,277.6023787831264,12.0,1919.0,3280.0,7.0,2980.0,1505150928487
1,1283.111111111111,208.8238776977988,0.0,769.0,1791.0,8.0,1180.0,1505150928706
39,1332.7474747474748,44.78463468338343,2.0,1231.0,1440.0,9.0,1300.0,1505150928826
46,3242.242424242424,207.07213845280097,21.0,2819.0,4051.0,9.0,3330.0,1505150928837
83,1557.5454545454545,120.51625253800208,1.0,1260.0,1891.0,7.0,1540.0,1505150929066
11,3647.1111111111113,304.6621539646193,22.0,1690.0,4261.0,7.0,3569.0,1505150929076
34,1578.5555555555557,33.02714592764112,3.0,1480.0,1641.0,8.0,1570.0,1505150929096
54,1648.4949494949494,165.37074196400258,2.0,1291.0,2160.0,7.0,1640.0,1505150929166
91,3607.848484848485,277.76617459696126,11.0,2960.0,4200.0,4.0,3679.0,1505150929186
19,2074.121212121212,284.4550442096405,0.0,1480.0,3881.0,5.0,1680.0,1505150929206
82,1863.4545454545455,350.40545844438805,7.0,31.0,3790.0,9.0,1731.0,1505150929257
53,1787.6363636363637,78.87305419270862,1.0,1560.0,1989.0,6.0,1740.0,1505150929266
74,3835.010101010101,79.33976227445841,27.0,3659.0,4061.0,9.0,3809.0,1505150929316
89,1869.8080808080808,217.28599952888405,4.0,1650.0,3880.0,7.0,1811.0,1505150929337
90,1791.2525252525252,45.20376837655552,1.0,1680.0,1910.0,6.0,1851.0,1505150929377
10,1599.919191919192,285.51628504449553,1.0,809.0,2350.0,7.0,1870.0,1505150929396
2,5943.31884057971,345.1012240813177,9.0,3930.0,7929.0,2.0,5940.0,1505150929426
73,5591.132352941177,310.1525196155521,6.0,4860.0,6361.0,2.0,5971.0,1505150929457
67,1733.7272727272727,318.150901816898,6.0,1021.0,2480.0,9.0,1941.0,1505150929467
52,3917.5555555555557,289.82991258100253,25.0,1920.0,4069.0,7.0,3989.0,1505150929496
18,1955.4848484848485,27.02163877988862,5.0,1890.0,2010.0,7.0,1990.0,1505150929516
69,2099.181818181818,239.61502641016207,8.0,1750.0,4060.0,8.0,2020.0,1505150929546
38,4095.842857142857,31.52624109453933,24.0,4049.0,4287.0,6.0,4049.0,1505150929556
94,12313.4,74.73803137180785,23.0,12199.0,12548.0,0.0,12249.0,1505150929676
7,2255.191919191919,20.363701499013995,8.0,2211.0,2320.0,7.0,2270.0,1505150929796
12,10749.828571428572,240.69761536171546,7.0,10211.0,11371.0,0.0,10490.0,1505150929936
100,2543.343434343434,188.34211090385614,13.0,1980.0,2941.0,8.0,2420.0,1505150929946
56,4668.557142857143,253.6153800943629,21.0,4150.0,5310.0,4.0,4470.0,1505150929977
71,4404.857142857143,79.3441483510348,27.0,4200.0,4560.0,6.0,4540.0,1505150930047
4,2522.060606060606,46.03881063278215,0.0,2369.0,2641.0,4.0,2521.0,1505150930047
48,2683.59595959596,91.14334577260497,10.0,2441.0,2860.0,6.0,2521.0,1505150930047
92,4553.071428571428,115.48683554272961,12.0,4270.0,4897.0,3.0,4669.0,1505150930176
9,2882.040404040404,276.4965858810506,16.0,2110.0,3530.0,8.0,2661.0,1505150930187
64,4968.357142857143,190.71752003678003,16.0,4430.0,5380.0,3.0,4729.0,1505150930236
17,12747.933333333332,121.68755984989684,27.0,12529.0,13047.0,0.0,12839.0,1505150930266
15,2733.5353535353534,69.53805921522735,7.0,2579.0,2930.0,5.0,2781.0,1505150930307
16,10897.542857142857,131.67651767161237,9.0,10511.0,11181.0,0.0,10871.0,1505150930317
22,4730.771428571428,200.70662110429254,14.0,4351.0,5287.0,3.0,4849.0,1505150930356
49,10789.657142857142,157.6070960797574,8.0,10399.0,11119.0,1.0,10910.0,1505150930356
97,2872.252525252525,29.58649140099379,16.0,2809.0,2970.0,8.0,2891.0,1505150930417
58,11021.42857142857,38.996179823366376,10.0,10970.0,11218.0,0.0,11010.0,1505150930456
23,5034.785714285715,42.80550460501309,25.0,4939.0,5177.0,4.0,4989.0,1505150930496
86,2925.060606060606,71.34137850154968,4.0,2761.0,3100.0,4.0,3001.0,1505150930527
32,4902.342857142857,211.35933422317856,29.0,4460.0,5431.0,5.0,5040.0,1505150930547
30,5502.685714285714,267.8916914862179,5.0,5001.0,6010.0,2.0,5069.0,1505150930576
87,3154.191919191919,11.031338982691354,17.0,3129.0,3179.0,7.0,3140.0,1505150930666
8,3171.4141414141413,185.11236064252074,12.0,2731.0,3540.0,5.0,3160.0,1505150930686
85,3134.020202020202,97.04544179762676,20.0,2910.0,3380.0,9.0,3191.0,1505150930717
62,5325.3,92.4919069818698,28.0,5100.0,5527.0,4.0,5220.0,1505150930727
66,11003.685714285713,284.89123452679985,9.0,10410.0,11749.0,1.0,11310.0,1505150930756
67,1729.4848484848485,320.9601870787458,6.0,1021.0,2480.0,9.0,1310.0,1505150930856
24,3421.3232323232323,154.08805224318186,14.0,3090.0,3721.0,5.0,3340.0,1505150930866
40,11374.514285714286,181.82587768499394,13.0,10859.0,11690.0,1.0,11440.0,1505150930886
39,1333.5555555555557,44.546700548321894,2.0,1231.0,1440.0,9.0,1360.0,1505150930906
79,3542.4141414141413,159.11186650481687,15.0,3200.0,3941.0,5.0,3421.0,1505150930947
83,1556.6464646464647,121.34584626880805,1.0,1260.0,1891.0,7.0,1401.0,1505150930947
10,1601.4545454545455,284.02991991801105,1.0,809.0,2350.0,7.0,1401.0,1505150930947
63,5323.914285714286,151.67952520807458,3.0,5029.0,5720.0,2.0,5469.0,1505150930976
43,3701.8282828282827,170.49529987917467,24.0,3321.0,4200.0,8.0,3470.0,1505150930996
42,3495.4242424242425,43.21828338059568,18.0,3409.0,3580.0,6.0,3511.0,1505150931037
29,11534.171428571428,86.24135094167356,15.0,11370.0,11718.0,0.0,11611.0,1505150931057
1,1280.4747474747476,203.98674662010134,0.0,769.0,1789.0,8.0,1530.0,1505150931076
75,5671.142857142857,166.22096186481807,23.0,5170.0,6031.0,3.0,5609.0,1505150931116
28,3611.808080808081,166.0063694024277,11.0,3200.0,4110.0,4.0,3590.0,1505150931116
34,1578.3535353535353,33.01769134943765,3.0,1480.0,1641.0,8.0,1570.0,1505150931116
72,3354.777777777778,244.34296791767775,13.0,2800.0,3929.0,5.0,3621.0,1505150931146
60,3624.2020202020203,165.46597683774237,19.0,3221.0,4000.0,6.0,3621.0,1505150931147
54,1649.4242424242425,164.84189492175759,2.0,1291.0,2160.0,7.0,1601.0,1505150931147
82,1864.878787878788,349.3688182511537,7.0,31.0,3790.0,9.0,1680.0,1505150931226
77,11746.085714285715,122.7618766855042,17.0,11491.0,12030.0,1.0,11780.0,1505150931226
90,1790.4444444444443,45.75190501574931,1.0,1680.0,1910.0,6.0,1720.0,1505150931266
21,3737.161616161616,8.898651663506417,26.0,3719.0,3761.0,9.0,3750.0,1505150931276
53,1786.7373737373737,78.77824468422095,1.0,1560.0,1989.0,6.0,1751.0,1505150931297
61,10168.621621621622,368.7026452489683,2.0,8251.0,10539.0,0.0,9841.0,1505150931307
6,11935.2,98.25267717181336,19.0,11740.0,12157.0,1.0,11920.0,1505150931366
33,5858.314285714286,39.69618292450183,25.0,5789.0,6048.0,3.0,5859.0,1505150931366
78,3978.4712643678163,356.21467242720973,29.0,1720.0,4510.0,9.0,3911.0,1505150931437
45,3994.9638554216867,337.0081492627042,15.0,1821.0,4310.0,4.0,3940.0,1505150931466
18,1955.4848484848485,27.02163877988862,5.0,1890.0,2010.0,7.0,1950.0,1505150931496
89,1870.6262626262626,217.50911212114545,4.0,1650.0,3880.0,7.0,1970.0,1505150931516
35,2005.2727272727273,261.4821321196049,7.0,49.0,2530.0,8.0,1991.0,1505150931537
19,2078.373737373737,280.89343699459783,0.0,1480.0,3881.0,5.0,2050.0,1505150931596
69,2098.6666666666665,239.3642674361661,8.0,1750.0,4060.0,8.0,2190.0,1505150931736
98,2430.2020202020203,321.04318535767993,4.0,431.0,2961.0,5.0,2200.0,1505150931746
65,4176.513888888889,105.84461790961363,29.0,3950.0,4528.0,8.0,4261.0,1505150931787
31,12411.322580645161,278.6376288296179,24.0,11879.0,12951.0,1.0,12381.0,1505150931827
25,4327.183098591549,291.1091131700971,10.0,2109.0,4621.0,3.0,4360.0,1505150931886
68,2543.909090909091,313.8470350863728,5.0,801.0,3171.0,5.0,2430.0,1505150931976
37,2687.777777777778,276.2095001824183,12.0,1919.0,3280.0,7.0,2641.0,1505150932187
46,3236.686868686869,210.09423794447005,21.0,2819.0,4051.0,9.0,2851.0,1505150932397
54,1647.5959595959596,167.79899707095564,2.0,1289.0,2160.0,7.0,1289.0,1505150932856
39,1333.2525252525252,44.53584266073662,2.0,1231.0,1440.0,9.0,1320.0,1505150932887
51,11659.914285714285,221.04600315365144,17.0,11170.0,12129.0,1.0,11621.0,1505150933087
10,1604.3939393939395,281.96897236648306,1.0,809.0,2350.0,7.0,1550.0,1505150933117
1,1280.5858585858587,204.13047966757276,0.0,769.0,1789.0,8.0,1550.0,1505150933117
83,1557.5454545454545,121.10411855029496,1.0,1260.0,1891.0,7.0,1569.0,1505150933136
34,1578.040404040404,32.862713878697164,3.0,1480.0,1641.0,8.0,1579.0,1505150933146
53,1786.1313131313132,79.37173077204774,1.0,1560.0,1989.0,6.0,1679.0,1505150933246
74,3834.7979797979797,79.4316909757832,27.0,3659.0,4061.0,9.0,3790.0,1505150933336
90,1790.8484848484848,45.648937862861025,1.0,1680.0,1910.0,6.0,1799.0,1505150933366
89,1870.7272727272727,217.48325458268081,4.0,1650.0,3880.0,7.0,1820.0,1505150933387
67,1728.888888888889,320.71813008848176,6.0,1021.0,2480.0,9.0,1830.0,1505150933397
55,12008.617647058823,111.63517648912367,20.0,11771.0,12170.0,1.0,11960.0,1505150933426
11,3652.6767676767677,304.38080310466853,22.0,1690.0,4261.0,7.0,3910.0,1505150933456
18,1954.888888888889,27.14677237316775,5.0,1890.0,2010.0,7.0,1920.0,1505150933487
95,5956.492753623188,364.7117433598642,26.0,3831.0,8030.0,3.0,5971.0,1505150933497
52,3916.3636363636365,289.44703304803835,25.0,1920.0,4059.0,7.0,3951.0,1505150933497
91,3612.313131313131,279.6870417854931,11.0,2960.0,4200.0,4.0,3951.0,1505150933497
82,1868.121212121212,349.3131289764221,7.0,31.0,3790.0,9.0,2021.0,1505150933588
88,5995.951612903225,272.19919339427753,10.0,4049.0,6318.0,2.0,6091.0,1505150933617
35,2006.979797979798,261.6673028287183,7.0,49.0,2530.0,8.0,2119.0,1505150933686
20,3971.2444444444445,354.54798487686674,23.0,3150.0,5959.0,6.0,4221.0,1505150933767
7,2255.090909090909,20.364402943724176,8.0,2211.0,2320.0,7.0,2250.0,1505150933817
84,4289.577464788732,122.03366678991671,26.0,3959.0,4571.0,6.0,4301.0,1505150933847
3,6086.103448275862,450.79120825098767,11.0,3870.0,6579.0,2.0,6480.0,1505150934006
4,2522.7676767676767,46.231701984027865,0.0,2369.0,2641.0,4.0,2570.0,1505150934137
15,2731.2929292929293,69.61586556155059,7.0,2579.0,2930.0,5.0,2619.0,1505150934186
100,2543.121212121212,188.22790144763138,13.0,1980.0,2941.0,8.0,2629.0,1505150934196
48,2682.6767676767677,90.62385668052922,10.0,2441.0,2860.0,6.0,2689.0,1505150934256
9,2884.5555555555557,274.1323215928087,16.0,2110.0,3530.0,8.0,2749.0,1505150934316
86,2923.8282828282827,72.44601478803013,4.0,2761.0,3100.0,4.0,2799.0,1505150934366
26,6834.018867924528,122.66621231619334,18.0,6571.0,7160.0,2.0,6901.0,1505150934427
97,2872.242424242424,29.58742939089897,16.0,2809.0,2970.0,8.0,2869.0,1505150934436
13,6929.7169811320755,29.14335249520929,19.0,6901.0,7127.0,2.0,6940.0,1505150934466
1,1279.090909090909,205.33412489561567,0.0,769.0,1789.0,8.0,1041.0,1505150934627
87,3154.080808080808,11.01759544764717,17.0,3129.0,3179.0,7.0,3150.0,1505150934717
85,3134.8282828282827,97.00859489194708,20.0,2910.0,3380.0,9.0,3170.0,1505150934737
72,3351.848484848485,244.6821629819851,13.0,2800.0,3929.0,5.0,3180.0,1505150934747
8,3173.4242424242425,184.7654309193414,12.0,2731.0,3540.0,5.0,3240.0,1505150934807
24,3419.10101010101,153.5131682536144,14.0,3090.0,3721.0,5.0,3350.0,1505150934917
39,1333.050505050505,44.36837843324263,2.0,1231.0,1440.0,9.0,1360.0,1505150934946
36,7287.320754716981,181.9007373500366,22.0,6921.0,7749.0,2.0,7471.0,1505150934997
42,3494.5151515151515,43.00677974186073,18.0,3409.0,3580.0,6.0,3460.0,1505150935027
73,5589.68115942029,308.1293015223102,6.0,4860.0,6361.0,2.0,5491.0,1505150935037
60,3623.686868686869,165.65094410269467,19.0,3221.0,4000.0,6.0,3539.0,1505150935106
79,3540.373737373737,157.7129847948504,15.0,3200.0,3941.0,5.0,3549.0,1505150935116
28,3610.6969696969695,165.6462370517457,11.0,3200.0,4110.0,4.0,3610.0,1505150935177
34,1577.7474747474748,32.53478121292035,3.0,1480.0,1641.0,8.0,1600.0,1505150935186
43,3701.10101010101,170.65077429257815,24.0,3321.0,4200.0,8.0,3629.0,1505150935196
53,1786.030303030303,79.55107050882526,1.0,1560.0,1989.0,6.0,1640.0,1505150935226
54,1645.878787878788,166.79039484536327,2.0,1289.0,2160.0,7.0,1660.0,1505150935246
82,1888.2121212121212,393.52458813807027,7.0,31.0,3790.0,9.0,3690.0,1505150935257
21,3737.050505050505,8.918682850361268,26.0,3719.0,3761.0,9.0,3730.0,1505150935297
2,5940.9857142857145,343.17502793169314,9.0,3930.0,7929.0,2.0,5780.0,1505150935326
83,1559.2626262626263,122.74623455794176,1.0,1260.0,1891.0,7.0,1760.0,1505150935346
90,1790.8686868686868,45.65740814454655,1.0,1680.0,1910.0,6.0,1811.0,1505150935397
19,2076.757575757576,281.7985558496912,0.0,1480.0,3881.0,5.0,1840.0,1505150935426
45,3993.345238095238,335.3205465012481,15.0,1821.0,4310.0,4.0,3859.0,1505150935426
10,1606.5151515151515,283.39879328087795,1.0,809.0,2350.0,7.0,1901.0,1505150935486
89,1870.141414141414,217.3227367792715,4.0,1650.0,3880.0,7.0,1901.0,1505150935487
18,1954.6969696969697,27.106395139965223,5.0,1890.0,2010.0,7.0,1951.0,1505150935537
38,4095.605633802817,31.36629521162038,24.0,4049.0,4287.0,6.0,4079.0,1505150935646
69,2102.40404040404,237.8679252918834,8.0,1750.0,4060.0,8.0,2190.0,1505150935776
78,3981.318181818182,355.178973625671,29.0,1720.0,4510.0,9.0,4229.0,1505150935796
67,1726.6767676767677,316.2539839900077,6.0,1021.0,2420.0,9.0,2261.0,1505150935847
68,2538.656565656566,313.53362913458955,5.0,801.0,3171.0,5.0,2300.0,1505150935886
5,10420.527777777777,200.1200314965317,4.0,9839.0,10860.0,0.0,10470.0,1505150935977
71,4405.619718309859,79.0413274317567,27.0,4200.0,4560.0,6.0,4459.0,1505150936026
92,4551.887323943662,115.09782113865967,12.0,4270.0,4897.0,3.0,4469.0,1505150936036
98,2426.868686868687,317.9501468598098,4.0,431.0,2961.0,5.0,2560.0,1505150936146
56,4667.718309859155,251.92080038128861,21.0,4150.0,5310.0,4.0,4609.0,1505150936176
32,4898.788732394366,211.96179003872692,29.0,4460.0,5431.0,5.0,4650.0,1505150936217
64,4964.845070422535,191.63585244021542,16.0,4430.0,5380.0,3.0,4719.0,1505150936286
37,2692.2323232323233,275.08627951504764,12.0,1919.0,3280.0,7.0,2841.0,1505150936427
22,4733.56338028169,200.6525082861698,14.0,4351.0,5287.0,3.0,4929.0,1505150936496
23,5034.704225352113,42.50845628090764,25.0,4939.0,5177.0,4.0,5029.0,1505150936596
46,3237.080808080808,209.7820262094899,21.0,2819.0,4051.0,9.0,3090.0,1505150936676
63,5322.295774647887,151.2151153453482,3.0,5029.0,5720.0,2.0,5209.0,1505150936776
62,5324.098591549296,92.38668810419246,28.0,5100.0,5527.0,4.0,5240.0,1505150936807
10,1600.050505050505,284.38440955638697,1.0,809.0,2350.0,7.0,1240.0,1505150936847
39,1332.7373737373737,44.42053075660741,2.0,1231.0,1440.0,9.0,1310.0,1505150936917
75,5666.760563380281,169.06973848954175,23.0,5170.0,6031.0,3.0,5360.0,1505150936927
1,1280.6060606060605,205.22452932828602,0.0,769.0,1789.0,8.0,1340.0,1505150936947
91,3607.868686868687,276.81338375072875,11.0,2960.0,4200.0,4.0,3570.0,1505150937156
83,1559.4646464646464,122.73082257824886,1.0,1260.0,1891.0,7.0,1560.0,1505150937167
34,1578.4444444444443,32.67168242947041,3.0,1480.0,1641.0,8.0,1619.0,1505150937226
54,1646.6767676767677,166.71010514431583,2.0,1289.0,2160.0,7.0,1669.0,1505150937276
30,5505.887323943662,267.3437703210203,5.0,5001.0,6010.0,2.0,5730.0,1505150937297
90,1791.3535353535353,44.84188003053609,1.0,1680.0,1910.0,6.0,1739.0,1505150937346
33,5857.619718309859,39.841717182993825,25.0,5789.0,6048.0,3.0,5809.0,1505150937376
53,1785.7070707070707,79.55460008352469,1.0,1560.0,1989.0,6.0,1769.0,1505150937376
