meanSquaredError,rootMeanSquaredError,rSquared,meanAbsoluteError,explainedVariance,timestamp
663962.9213709547,814.8391997019747,0.8645760428172852,588.0624669046729,5176777.525460811,1505150514000
28018.679850822817,167.38781273086406,0.9942774950801322,120.95929724541494,5277439.025366611,1505150519000
25731.781124411053,160.41128739715,0.9976747976957464,114.01832755799356,1.1372495836397288E7,1505150523000
27400.742948756768,165.53169771604703,0.9871697076940048,118.09345286530724,2224423.7352345795,1505150528000
18322.98121291555,135.36240694120193,0.9976649209056804,107.20557016696759,7908893.947701932,1505150532000
21547.68384275351,146.79129348416245,0.9972733066116042,105.29622584450495,7977691.504775459,1505150536000
28233.515221523172,168.02831672525667,0.9919297215704194,123.31175689927288,3583889.3077654177,1505150542000
23741.783665632076,154.0836904595424,0.9975999566794002,111.03083243125637,1.0166598904043723E7,1505150546000
27154.71093902756,164.78686518963687,0.9943119180943164,116.5330792088322,4945160.670745771,1505150550000
29199.623300407697,170.87897266898491,0.9947222823369128,120.24678881873169,5721964.753300487,1505150555000
28257.37181453226,168.09929153489094,0.9964951757533393,127.35364280870692,8327407.527751911,1505150560000
41335.911455074,203.31234948982808,0.991876026129305,124.95075248980979,5204546.319591936,1505150564000
34966.71633931046,186.99389385568304,0.9959835687607435,130.47440432744136,8948519.919572726,1505150568000
92196.93988247334,303.63948999178837,0.9789167784894595,172.3126592223556,4545790.907077309,1505150574000
55521.17150295921,235.62930951594117,0.9900256615846932,164.93676145336175,5772707.100487269,1505150579000
92279.56780609861,303.7755220653873,0.9902724321662006,156.06000461971524,9897847.582903005,1505150583000
83313.29383085055,288.64042307142387,0.9740590989680238,162.65302794951253,3262027.059511065,1505150588000
41971.10229010783,204.86849999477184,0.9950530663714331,146.77321984109213,8496102.225971274,1505150592000
61454.30620693257,247.89979065528186,0.9914674861780085,163.14307654254068,7340842.59125117,1505150597000
79441.56988781513,281.85380942576444,0.975636149021425,170.99471972954274,3536670.442677906,1505150602000
52382.442508978216,228.87210950436537,0.9950238304487388,148.61002600170153,1.0439851342666604E7,1505150606000
58700.28277196873,242.28141235342162,0.9818358647561937,160.22858324609325,3432901.4606444645,1505150611000
55201.90201419954,234.95085020956947,0.9898064039477961,157.67353356586887,5319871.450338252,1505150616000
51969.02480878461,227.96715730294267,0.994129526742349,148.8005021569143,8913647.03006424,1505150621000
69850.05535226254,264.2916104462314,0.982344445187095,181.46725134201972,3994950.9729772205,1505150625000
39976.48761546892,199.94121039812907,0.9955258087316092,133.60190949808973,9115265.3746827,1505150629000
67101.12451766404,259.0388475068248,0.9864458662405259,179.0090607539996,5016981.775600535,1505150635000
83724.93969638075,289.35262172024767,0.984683869282125,192.64180177492273,5522520.406864976,1505150640000
53474.10169103316,231.24467927075244,0.9934528888486769,157.07018642925678,8266202.532818109,1505150644000
64960.40127751557,254.8733043641793,0.989333251786355,175.9747037013836,6328115.88903843,1505150649000
67750.3168288117,260.2889103070119,0.991761369804048,157.54435498183994,8533204.795523614,1505150653000
61268.93918875358,247.52563339733842,0.9763912762364592,166.3739076434674,2734691.303741096,1505150659000
92808.39884135757,304.64470919639746,0.9884072575006163,189.5227035409772,8147988.056994331,1505150664000
89135.8857957474,298.556336050246,0.9881275977854377,184.35909132432732,7571808.433100638,1505150668000
73341.1099959478,270.8156383888268,0.9762053180418605,162.78577283619444,3265435.1940555507,1505150673000
64911.23916388917,254.77684189087745,0.9935848294814634,176.37929187328325,1.0413235286221512E7,1505150677000
61208.9028626663,247.40433072738702,0.9803762869624152,159.15598409721474,3254672.148279053,1505150683000
93985.55874155473,306.57064233477206,0.9802898794990644,193.14944463818006,5038579.385245996,1505150688000
67293.06713506121,259.4090729621098,0.9933035827113614,171.3758641897968,1.0250647379602447E7,1505150692000
90247.77686544444,300.41267760439877,0.969683173949116,187.0531601162337,3087702.2739061415,1505150697000
59413.8272097455,243.74951735284625,0.9923143603756742,162.51362385358382,7949223.639156325,1505150701000
100932.79091653778,317.6992145356009,0.9838006354766111,226.02396839932382,6492616.868030479,1505150707000
87223.44979777437,295.3361640533959,0.9817598848731115,197.333166725544,5038673.380198751,1505150712000
57242.93006855844,239.2549478455115,0.9934986501293667,162.3197009652878,9032343.117433209,1505150717000
74577.1523702029,273.08817691398303,0.9845566201728145,173.2886009374996,5095198.45431302,1505150722000
73264.76805320896,270.674653510832,0.9908644555366032,185.14827113358805,8315621.485772149,1505150726000
104017.38999488976,322.51727084745363,0.9766498822499733,212.51427337760728,4750852.247283625,1505150732000
137061.9225466049,370.2187495881386,0.9768206975725282,221.77562750384365,6219699.469357762,1505150737000
56818.659443406694,238.3666491844165,0.99246506202854,159.44088215601704,7664787.798835733,1505150742000
89032.81163451601,298.3836651603368,0.9832151062655601,197.02569692185637,5429649.919147638,1505150746000
75332.93373375876,274.4684567190896,0.9918714024549262,180.82783859772405,9597256.155044166,1505150752000
105659.92682746865,325.0537291394588,0.9616704625009938,209.44211938755424,3029469.012820595,1505150757000
82165.88221640294,286.64591784360533,0.9898769873605623,188.48531017160735,8281095.4625818515,1505150762000
67436.04893604488,259.6845180907882,0.9878236892609876,174.9751303491661,5628099.5091436645,1505150767000
79362.74619928705,281.71394392057886,0.9811017974905205,191.57445853594186,4463257.675645879,1505150772000
74310.69508285364,272.5998809296395,0.9926326839832871,178.65787894652618,1.0431372819184115E7,1505150777000
76288.64966039012,276.2040000803575,0.9730236898553816,181.98358235846254,2995204.2765093897,1505150782000
73618.20438293117,271.32674837349003,0.9907749328580893,180.18295233707195,8271582.432643145,1505150786000
77470.12505772275,278.33455598923166,0.9875551324314331,184.12813887490552,6403038.967555654,1505150792000
84026.35838469397,289.87300389083146,0.9840445429418545,181.5680300893916,5432196.80323736,1505150797000
70252.27081177405,265.0514493674276,0.9912977677283792,176.33189841444272,8205964.231288245,1505150802000
55491.971756649735,235.567340173993,0.9887165439914972,164.35651508366018,5055626.001138113,1505150807000
73272.44826856133,270.68884031034844,0.9922678896112661,176.76308481919202,9908041.296337271,1505150813000
85925.00331939245,293.1296698039836,0.9823608060556095,183.80904263486917,4994017.730014815,1505150818000
78540.52687622751,280.2508285023035,0.9878288612030046,177.00980973370446,6506220.933026054,1505150822000
81271.62872881029,285.0817930503635,0.9857366750708831,184.07742424610785,5836073.222172881,1505150827000
103376.32593780229,321.5218902933396,0.982079433422774,205.93366525853213,6137499.590854986,1505150833000
69677.51105194181,263.9649807302889,0.9918649978263352,180.49870169081572,8734877.12552376,1505150838000
87266.17136696087,295.4084822190468,0.9732733617815074,192.04571283636722,3468805.6591165345,1505150843000
69892.38392373142,264.37167761265846,0.9928483595570854,171.28633637114942,9839555.119244862,1505150847000
